,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
400,derekwbrown,Human,0.728,248,187,8,1,0.5,11.267,0.416,30.922,0.862,93.5,93.5,0.447,83.5,7.0,7.0,1.414,0.071,20.778,41.572,21.0,192.219,0.591,360.531,221.897,45.715,11.522,70.59,0.675,47.167,15.125,0.979,33.979,0.818,14.978,23.375,16.0,24.053,0.502,21.5
401,mmoll,Human,0.95,46,46,9,7,0.875,42.993,16.566,62.768,0.688,5.75,1.0,0.663,3.5,1.875,1.0,1.246,0.308,3.286,4.827,1.0,65.351,0.0,172.377,0.023,78.444,58.366,66.411,0.439,91.214,53.788,28.562,67.502,0.627,67.544,5.111,2.0,6.47,0.536,3.0
402,cjgillot,Human,0.838,200,164,8,2,0.667,6.773,0.095,19.848,0.88,54.667,31.0,0.524,64.5,3.0,3.0,2.0,0.296,4.205,9.565,2.5,22.642,0.007,87.234,1.168,5.816,0.977,10.691,0.737,7.917,11.283,0.415,26.149,0.826,9.793,20.5,6.0,27.071,0.611,25.25
403,brooksprumo,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404,gregjhogan,Human,0.959,54,48,12,7,0.538,44.395,6.566,71.755,0.729,3.692,2.0,0.468,3.0,2.154,2.0,1.951,0.368,2.286,2.849,1.0,25.214,0.0,75.904,1.883,77.853,39.534,91.749,0.601,111.192,62.55,29.026,81.696,0.646,72.251,4.0,2.0,5.51,0.486,1.0
405,lalexanderson-dsva,Unknown,-,8,6,3,1,1.0,97.36,0.014,204.181,0.78,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,486.8,486.8,0.0,0.0,,,0.0,0.0,,121.697,12.338,227.24,0.725,134.026,2.0,2.0,0.0,0.0,0.0
406,aswanson-nr,Human,0.454,35,29,7,1,1.0,61.556,0.23,145.046,0.839,29.0,29.0,0.0,0.0,7.0,7.0,0.0,0.0,29.0,0.0,0.0,1723.574,1723.574,0.0,0.0,,,0.0,0.0,,64.61,0.143,150.285,0.843,26.233,4.143,5.0,1.952,0.236,2.5
407,aborilov,Human,0.852,29,28,7,2,0.5,50.639,0.244,173.746,0.919,7.0,5.5,0.196,2.5,2.5,2.5,1.291,0.25,3.5,3.665,1.75,48.385,0.031,136.563,0.286,140.024,0.408,317.205,0.818,63.7,71.224,0.093,245.729,0.915,0.327,4.0,1.0,7.071,0.612,1.0
408,barustum,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
409,alluxio-bot,Bot,0.309,71,59,4,1,1.0,35.71,0.617,88.602,0.857,59.0,59.0,0.0,0.0,4.0,4.0,0.0,0.0,59.0,0.0,0.0,2071.181,2071.181,0.0,0.0,,,0.0,0.0,,43.44,0.527,103.48,0.853,15.212,14.75,8.0,16.601,0.479,14.75
410,dumblob,Unknown,-,5,4,2,4,1.0,107.38,10.422,174.604,0.634,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.38,10.422,174.604,0.634,153.088,159.685,159.685,211.088,0.467,149.262,2.0,2.0,1.414,0.25,1.0
411,joshbressers,Human,0.958,100,86,15,5,0.357,24.095,0.301,81.366,0.857,6.143,1.5,0.643,3.5,2.071,1.0,2.129,0.392,3.308,3.461,2.75,13.233,0.015,41.724,0.677,68.16,24.699,140.896,0.719,70.596,33.16,0.043,107.644,0.882,9.544,5.733,2.0,10.06,0.594,2.0
412,Itay4,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
413,WasabiFan,Human,0.955,49,45,8,4,1.0,35.916,0.756,118.194,0.861,11.25,11.0,0.461,20.25,2.0,1.5,1.414,0.312,2.368,1.571,2.5,18.254,0.204,35.476,27.326,68.527,8.35,179.136,0.833,23.267,52.297,1.03,146.346,0.842,26.117,5.625,1.5,7.05,0.575,7.25
414,tivisse,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
415,cuonglm,Human,0.953,100,96,11,4,0.8,16.819,1.346,28.596,0.756,19.2,10.0,0.588,23.0,3.6,2.0,3.435,0.444,3.31,3.208,3.0,21.73,0.161,51.13,11.696,34.559,26.272,34.723,0.545,62.363,17.18,0.285,28.219,0.751,25.209,8.727,3.0,15.95,0.623,2.5
416,sizebot,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
417,topper-123,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
418,glorv,Human,0.901,100,90,9,5,0.5,3.717,0.14,20.276,0.933,9.0,4.0,0.536,7.0,2.4,2.0,1.578,0.317,1.385,0.878,0.0,3.269,0.0,23.24,0.0,1.849,0.151,6.218,0.879,0.491,1.492,0.148,4.387,0.857,0.452,10.0,6.0,10.404,0.516,10.0
419,aaime,Human,0.926,100,83,8,5,1.0,2.31,0.038,8.504,0.912,16.6,3.0,0.655,16.0,3.0,2.0,2.915,0.427,2.441,3.847,1.0,1.203,0.0,4.721,0.049,4.501,0.185,12.454,0.86,2.042,2.813,0.025,9.619,0.899,0.571,10.375,8.5,6.232,0.312,7.25
420,william-andre,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421,AngelicosPhosphoros,Human,0.82,36,35,9,6,0.667,15.554,0.541,34.965,0.78,3.889,4.0,0.152,1.0,2.556,3.0,0.527,0.097,1.25,0.585,0.0,8.863,0.0,37.117,0.0,10.395,0.186,15.817,0.719,21.187,9.483,0.432,14.208,0.714,19.776,3.889,4.0,1.9,0.254,2.0
422,time-killer-games,Human,0.947,100,94,12,13,0.619,5.261,0.062,18.985,0.91,4.476,2.0,0.581,2.0,2.048,1.0,1.596,0.357,1.843,1.255,1.0,0.071,0.0,0.229,0.036,9.714,0.491,25.158,0.846,3.495,5.798,0.063,21.487,0.91,0.963,7.833,5.5,10.303,0.521,5.5
423,richardlau,Human,0.87,100,89,10,2,0.154,2.331,0.202,6.406,0.831,6.846,1.0,0.678,3.0,2.385,1.0,2.219,0.417,1.894,1.76,1.0,1.657,0.0,4.576,0.239,2.766,0.251,7.92,0.846,0.854,2.7,0.273,7.203,0.828,1.294,8.9,3.5,8.53,0.473,12.5
424,jmarrec,Human,0.95,100,84,12,4,0.5,2.051,0.072,8.418,0.913,10.5,4.5,0.619,9.25,3.875,3.5,2.85,0.375,3.818,4.415,4.0,2.191,0.015,5.504,0.388,5.811,0.472,15.467,0.832,2.214,2.333,0.082,9.907,0.915,0.329,7.0,3.5,7.989,0.494,4.5
425,gyakovlev,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
426,dzackgarza,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
427,sethmlarson,Human,0.935,100,88,12,13,0.619,5.176,0.293,13.481,0.86,4.19,2.0,0.483,5.0,2.143,2.0,1.315,0.307,1.6,1.148,1.0,0.468,0.0,2.29,0.142,7.862,0.647,16.443,0.81,4.554,5.593,0.293,13.922,0.85,1.421,7.333,5.0,7.832,0.422,3.5
428,slorber,Human,0.95,100,92,14,15,0.682,1.689,0.141,5.734,0.852,4.182,1.5,0.648,1.75,1.818,1.0,2.174,0.382,2.244,2.343,1.0,0.687,0.0,2.999,0.118,3.138,0.638,8.134,0.794,2.128,2.244,0.211,6.659,0.834,1.261,6.571,3.0,8.591,0.542,4.0
429,sherhut,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,kashishahuja2002,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
431,amitmiran137,Unknown,-,9,9,4,3,1.0,1.089,0.036,2.905,0.85,3.0,3.0,0.148,1.0,1.667,2.0,0.577,0.133,1.286,0.488,0.5,0.008,0.0,0.015,0.007,1.443,0.079,3.349,0.809,0.165,1.239,0.033,3.104,0.834,0.151,2.25,2.0,1.5,0.306,2.25
432,jimhester,Human,0.956,18,14,8,5,0.833,153.457,74.032,188.59,0.578,2.333,1.5,0.357,2.5,2.0,1.0,1.673,0.361,1.75,1.165,1.25,9.121,0.0,25.796,0.002,274.568,312.716,182.526,0.331,189.662,160.165,83.509,195.349,0.574,313.476,1.75,1.5,0.886,0.25,1.25
433,KyleAure,Human,0.911,200,167,11,5,0.625,1.348,0.009,6.377,0.928,20.875,15.5,0.537,35.5,3.0,2.5,2.673,0.406,3.151,6.078,1.0,1.052,0.0,3.255,0.147,3.23,0.083,10.734,0.881,0.94,1.283,0.008,6.394,0.933,0.11,15.182,15.0,11.286,0.404,17.0
434,hangc0276,Human,0.952,82,64,10,3,0.429,24.727,2.173,42.559,0.755,9.143,4.0,0.518,12.5,3.143,3.0,2.116,0.338,2.783,3.49,2.0,25.641,0.0,58.75,0.483,44.002,22.104,54.753,0.614,76.916,25.378,3.065,41.537,0.723,25.687,6.4,3.0,6.867,0.534,10.0
435,Ghommie,Human,0.873,100,79,10,2,1.0,0.646,0.035,2.507,0.895,39.5,39.5,0.31,24.5,6.0,6.0,4.243,0.25,4.158,4.799,3.0,0.317,0.021,0.709,0.237,2.463,0.251,4.867,0.758,2.055,0.947,0.068,3.111,0.873,0.238,7.9,5.0,9.255,0.515,7.5
436,uclaros,Human,0.955,100,81,10,4,0.667,18.738,1.333,37.654,0.777,13.5,6.5,0.632,11.75,2.667,1.5,2.422,0.417,3.24,4.585,2.0,23.517,0.011,75.817,3.939,37.962,12.346,58.293,0.684,54.755,27.613,7.458,45.696,0.704,30.374,8.1,5.0,9.073,0.542,11.25
437,not-napoleon,Human,0.9,100,87,11,2,0.667,14.522,0.918,39.42,0.849,29.0,28.0,0.437,28.5,4.0,3.0,3.606,0.389,1.776,1.229,1.0,13.403,0.0,47.667,0.73,12.336,0.672,28.887,0.838,3.524,14.969,0.762,41.22,0.854,4.029,7.909,7.0,4.847,0.322,7.0
438,ssferrazza,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
439,iamogbz,Human,0.865,65,65,7,6,0.6,30.222,19.336,37.055,0.625,6.5,1.0,0.586,11.5,1.3,1.0,0.949,0.208,2.241,1.976,1.0,23.338,0.0,53.322,3.726,44.908,24.038,45.664,0.544,67.067,37.103,13.648,44.969,0.615,73.954,9.286,2.0,14.863,0.664,8.5
440,erlend-aasland,Human,0.959,100,76,11,8,0.615,12.128,0.169,27.894,0.842,5.846,1.0,0.692,3.0,1.846,1.0,1.519,0.346,2.0,2.131,1.0,5.498,0.0,18.77,0.043,18.937,0.385,34.182,0.771,17.55,13.507,0.294,31.034,0.841,8.445,6.909,7.0,5.338,0.414,8.0
441,icemac,Human,0.907,100,86,12,2,0.143,3.112,0.036,13.841,0.923,6.143,6.0,0.38,7.5,4.0,4.0,2.112,0.288,3.071,1.98,2.25,0.954,0.013,2.473,0.219,8.807,0.288,23.722,0.837,7.434,3.406,0.025,15.148,0.929,0.202,7.167,5.5,6.264,0.39,4.5
442,diehlpk,Human,0.906,100,99,9,10,0.556,5.279,0.066,16.022,0.877,5.5,3.5,0.452,3.5,1.667,1.0,0.907,0.263,2.75,2.842,3.0,4.663,0.019,15.676,0.365,9.987,1.857,20.93,0.778,6.83,9.881,0.104,21.994,0.787,6.609,11.0,3.0,19.551,0.698,4.0
443,Alex009,Human,0.946,100,84,11,24,0.706,5.329,0.142,11.428,0.83,2.471,1.0,0.519,0.0,1.676,1.0,1.753,0.354,1.867,2.427,0.0,0.23,0.0,1.296,0.0,9.817,0.711,14.314,0.703,15.33,3.093,0.092,7.18,0.845,1.079,7.636,5.0,7.903,0.513,8.0
444,BrettDong,Bot,0.397,77,42,4,1,1.0,50.624,1.181,70.244,0.687,42.0,42.0,0.0,0.0,4.0,4.0,0.0,0.0,42.0,0.0,0.0,2075.564,2075.564,0.0,0.0,,,0.0,0.0,,38.563,0.272,46.955,0.609,71.837,10.5,3.0,16.442,0.631,11.5
445,edenlightning,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446,Dramex,Bot,0.911,28,28,1,1,1.0,70.348,4.605,94.747,0.67,28.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,0.0,0.0,1899.396,1899.396,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,28.0,28.0,0.0,0.0,0.0
447,StephenWakely,Human,0.954,100,81,12,4,0.667,83.912,1.203,640.101,0.953,13.5,4.0,0.644,10.75,3.167,3.0,2.137,0.342,4.05,4.136,5.0,28.2,2.932,43.462,48.803,323.63,18.524,1310.524,0.919,39.614,112.132,1.259,758.246,0.957,20.008,6.75,2.5,9.937,0.612,4.0
448,jmroot,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449,weppos,Human,0.759,100,68,8,4,0.571,8.975,0.003,24.096,0.867,9.714,8.0,0.492,12.5,2.714,3.0,1.704,0.301,2.194,1.108,0.0,7.797,0.001,27.384,0.002,11.987,1.363,22.765,0.746,20.757,8.259,0.002,22.452,0.861,2.036,8.5,4.0,9.103,0.518,10.5
450,cbk914,Human,0.806,25,22,5,3,0.429,97.111,0.308,220.373,0.831,3.143,2.0,0.429,3.5,1.429,1.0,0.787,0.229,2.75,2.315,2.0,5.264,0.004,13.739,0.736,285.318,255.099,315.905,0.522,245.859,153.757,0.124,279.898,0.761,256.851,4.4,3.0,4.393,0.436,2.0
451,kseniiaguzeeva,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
452,lukaszgryglicki,Human,0.897,100,89,8,3,0.273,3.01,0.093,10.072,0.902,8.091,3.0,0.625,7.5,1.545,1.0,1.036,0.278,2.697,2.91,2.0,0.369,0.0,0.879,0.208,7.898,0.224,15.677,0.796,10.191,3.922,0.031,12.034,0.888,0.412,11.125,2.5,20.518,0.692,9.0
453,kenwith,Bot,0.141,20,20,3,1,0.5,106.129,48.888,132.304,0.618,10.0,10.0,0.45,9.0,2.0,2.0,1.414,0.25,6.667,7.371,7.0,606.135,811.692,533.908,503.356,99.023,99.023,130.822,0.467,92.505,98.253,82.524,106.449,0.556,167.667,6.667,4.0,6.429,0.4,6.0
454,michelengelen,Human,0.869,100,85,9,2,0.667,2.349,0.126,7.898,0.874,28.333,7.0,0.596,38.0,3.333,2.0,3.215,0.4,7.727,16.511,4.0,11.434,0.003,29.973,3.583,7.156,0.144,19.604,0.858,2.84,2.784,0.162,10.479,0.881,0.935,9.444,3.0,16.89,0.635,4.0
455,moufmouf,Human,0.8,100,77,9,1,0.333,2.929,0.042,10.23,0.912,25.667,2.0,0.632,36.5,4.0,2.0,4.359,0.444,19.25,21.077,32.25,48.39,36.507,59.149,84.896,9.685,1.249,15.417,0.623,13.576,3.318,0.048,10.931,0.906,0.809,8.556,7.0,5.341,0.3,3.0
456,nagy,Human,0.873,100,95,9,9,0.643,4.801,0.44,9.588,0.789,6.786,1.0,0.729,2.25,1.357,1.0,0.929,0.229,1.979,1.874,1.0,4.033,0.0,11.808,0.49,5.484,0.559,10.464,0.768,6.054,5.202,0.843,8.883,0.749,4.985,10.556,7.0,12.074,0.48,6.0
457,dokato,Human,0.956,34,27,10,4,0.8,69.716,0.506,160.762,0.836,5.4,5.0,0.4,5.0,3.2,3.0,1.789,0.275,1.688,1.352,1.0,1.054,0.0,2.882,0.003,119.716,32.337,199.531,0.726,77.947,97.43,1.9,187.776,0.785,56.036,2.7,2.0,2.669,0.389,1.5
458,abhipsaMisra,Human,0.163,10,9,3,1,1.0,56.685,0.092,119.738,0.809,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,453.479,453.479,0.0,0.0,,,0.0,0.0,,151.0,118.18,169.798,0.493,167.402,3.0,2.0,2.646,0.37,2.5
459,Sparkezel,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
460,YutongTie-MSFT,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
461,dec0dOS,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
462,cderv,Human,0.946,100,91,13,9,0.6,1.595,0.061,5.193,0.881,6.067,2.0,0.618,5.5,2.667,1.0,2.769,0.453,2.22,1.943,1.0,1.833,0.0,9.689,0.021,1.711,0.275,3.701,0.783,1.326,1.604,0.059,5.434,0.888,0.507,7.0,6.0,6.745,0.45,4.0
463,ltfish,Human,0.825,200,164,9,3,0.333,2.38,0.029,12.747,0.926,18.222,4.0,0.77,4.0,3.333,4.0,2.5,0.378,5.125,7.369,1.75,4.199,0.002,12.344,0.682,8.182,0.113,28.14,0.905,0.677,1.439,0.021,5.362,0.905,0.37,18.222,25.0,14.175,0.402,22.0
464,cmmarslender,Human,0.943,300,239,12,4,0.182,2.081,0.011,10.067,0.932,10.864,7.0,0.573,10.75,3.5,3.5,2.283,0.345,3.983,3.735,3.0,0.851,0.002,3.728,0.2,7.529,0.794,19.079,0.818,3.673,2.18,0.01,10.528,0.934,0.204,19.917,14.0,19.819,0.525,34.0
465,ChrisBAshton,Human,0.771,200,161,10,1,0.05,1.951,0.034,8.219,0.922,8.05,5.0,0.445,7.75,4.1,3.0,1.944,0.251,2.825,2.817,2.0,0.655,0.004,2.97,0.184,4.909,0.276,13.263,0.851,1.126,1.835,0.012,7.272,0.915,0.305,16.1,14.0,12.845,0.424,21.5
466,tbg,Human,0.932,100,80,8,3,1.0,4.075,0.114,14.065,0.896,26.667,4.0,0.617,37.0,2.667,2.0,2.082,0.333,7.273,10.743,9.0,27.069,0.193,49.636,24.341,2.415,0.826,4.138,0.705,1.076,6.135,0.751,14.222,0.82,1.821,10.0,2.5,14.031,0.631,12.5
467,tkburroughs,Human,0.854,100,93,9,2,1.0,8.862,0.071,19.768,0.84,46.5,46.5,0.145,13.5,4.5,4.5,2.121,0.167,4.65,6.596,2.25,23.185,5.747,31.273,43.062,18.506,0.589,27.183,0.698,25.291,11.376,0.148,22.833,0.808,11.14,10.333,6.0,10.012,0.468,6.0
468,sverhoeven,Human,0.949,100,78,12,4,0.667,0.858,0.037,3.258,0.91,13.0,6.0,0.547,15.25,5.167,5.0,3.43,0.339,8.667,12.933,2.0,3.183,0.092,8.045,0.199,4.677,0.531,7.462,0.693,5.875,0.749,0.037,2.947,0.909,0.174,6.5,6.0,5.665,0.451,8.25
469,mwest1066,Human,0.763,100,83,7,2,0.4,8.54,0.324,17.984,0.796,16.6,1.0,0.747,1.0,2.2,1.0,2.683,0.436,7.545,12.533,4.5,45.861,0.0,100.651,27.822,19.58,13.271,27.043,0.577,16.014,11.03,0.471,20.982,0.759,13.921,11.857,3.0,14.182,0.578,20.0
470,Joelkw,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
471,aclamk,Human,0.697,282,226,8,2,0.333,8.539,0.259,36.503,0.891,37.667,12.5,0.625,44.5,2.5,2.0,1.871,0.344,2.306,2.711,1.0,6.41,0.0,21.947,0.984,13.33,0.658,51.79,0.876,4.927,12.098,0.968,43.885,0.853,5.715,28.25,30.0,18.699,0.346,28.75
472,omus,Human,0.923,100,85,13,5,0.556,6.572,0.09,9.751,0.706,9.444,5.0,0.557,12.0,3.444,2.0,3.321,0.452,3.4,3.524,3.0,17.295,0.009,62.27,0.122,4.988,1.924,6.292,0.626,7.402,2.473,0.05,4.886,0.803,2.032,6.538,5.0,7.72,0.487,4.0
473,AilinKid,Human,0.935,100,89,8,3,0.6,4.354,0.211,23.17,0.918,17.8,2.0,0.638,24.0,2.2,1.0,2.168,0.4,2.472,2.478,2.0,8.541,0.002,35.655,0.894,2.162,0.218,7.234,0.867,0.604,5.114,0.223,27.619,0.93,0.681,11.125,9.0,8.254,0.383,14.5
474,intgr,Human,0.949,100,88,14,10,0.526,11.183,0.074,40.169,0.914,4.632,2.0,0.556,5.0,2.263,2.0,1.695,0.34,1.443,0.807,1.0,4.471,0.0,32.663,0.005,11.67,0.098,35.951,0.885,2.381,9.192,0.072,31.839,0.902,0.558,6.286,6.0,4.843,0.401,6.75
475,jamienicol,Human,0.332,112,110,6,1,0.333,18.51,1.461,46.843,0.803,36.667,5.0,0.6,49.5,3.667,3.0,1.155,0.121,15.714,19.12,20.0,267.015,19.478,435.426,432.753,24.742,2.114,38.387,0.678,36.326,20.627,0.591,51.021,0.813,17.502,18.333,4.5,32.11,0.688,11.0
476,niels9001,Human,0.962,61,60,12,6,0.667,35.847,0.822,85.683,0.831,6.667,4.0,0.422,7.0,3.556,3.0,2.007,0.292,2.609,2.518,2.0,28.859,0.0,77.926,13.106,65.963,22.688,111.584,0.699,65.155,33.689,0.585,96.615,0.862,21.342,5.0,3.5,4.729,0.436,5.0
477,menshikh-iv,Unknown,-,3,3,2,3,1.0,21.603,21.603,30.143,0.493,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.603,21.603,30.143,0.493,21.314,42.917,42.917,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
478,sowbiba,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
479,verma-kunal,Human,0.774,26,26,5,4,0.444,75.694,0.341,154.908,0.812,2.889,3.0,0.359,4.0,1.778,1.0,0.972,0.264,2.167,1.403,2.0,9.681,0.038,25.517,2.602,161.47,71.061,206.799,0.634,284.09,114.801,4.6,188.459,0.731,154.714,5.2,3.0,6.099,0.462,0.0
480,ssube,Human,0.952,43,43,8,5,0.5,37.279,0.38,74.407,0.813,4.3,1.5,0.5,7.0,1.7,1.5,0.823,0.241,3.308,3.772,3.0,19.286,0.0,47.203,1.225,109.583,70.812,103.103,0.502,187.481,66.013,0.184,96.656,0.705,146.07,5.375,1.5,9.273,0.637,3.25
481,BusyJay,Human,0.953,90,74,13,5,0.385,29.299,0.769,95.374,0.893,5.692,2.0,0.607,5.0,2.692,2.0,2.562,0.426,2.96,3.623,2.0,4.556,0.0,9.376,2.846,84.372,16.602,153.972,0.748,94.676,32.924,1.13,108.373,0.894,10.027,5.692,4.0,5.574,0.48,4.0
482,phi-gamma,Unknown,-,2,2,2,1,1.0,27.23,27.23,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,27.23,27.23,0.0,0.0,,,0.0,0.0,,27.23,27.23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
483,jrtc27,Human,0.927,100,80,8,7,0.583,8.192,0.383,20.327,0.838,6.667,3.5,0.494,8.75,1.833,1.0,1.267,0.318,2.286,2.663,1.0,3.719,0.0,10.879,0.696,15.206,2.147,27.649,0.735,19.491,16.517,3.448,28.248,0.716,19.419,10.0,7.0,9.532,0.475,18.5
484,Hotell,Human,0.896,100,73,10,2,0.667,1.292,0.075,3.9,0.873,24.333,32.0,0.247,13.5,4.333,3.0,2.309,0.205,2.517,2.115,2.0,2.185,0.019,5.162,0.464,1.06,0.064,3.558,0.863,0.554,1.495,0.091,4.155,0.852,0.729,7.3,5.0,7.987,0.495,2.75
485,janzh,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
486,markusenglund,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
487,katleiahramos,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
488,inodentry,Human,0.825,77,74,6,5,0.455,28.907,0.44,85.907,0.844,6.727,4.0,0.455,9.0,1.545,1.0,0.688,0.214,2.114,2.398,1.0,7.445,0.0,23.39,0.379,54.402,8.616,120.757,0.768,44.273,58.477,11.466,149.909,0.815,35.112,12.333,7.5,17.409,0.586,7.5
489,Symbai,Human,0.866,28,24,5,5,0.833,76.892,33.415,86.987,0.598,4.0,3.0,0.389,1.5,2.167,1.5,1.602,0.346,1.846,1.519,2.0,31.032,0.0,104.232,2.398,113.759,103.378,86.79,0.416,136.741,87.502,83.61,92.966,0.561,169.874,4.8,3.0,4.438,0.433,4.0
490,PRMerger10,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
491,hzhou,Human,0.892,100,86,10,2,0.333,4.504,0.199,13.612,0.865,14.333,5.0,0.597,22.0,2.5,1.5,2.345,0.411,1.955,1.642,1.0,3.972,0.0,10.949,0.49,4.839,0.063,17.296,0.91,1.01,5.409,0.101,15.624,0.873,1.496,8.6,8.0,7.351,0.367,4.25
492,manuth,Human,0.882,100,98,10,3,0.75,0.266,0.038,1.009,0.85,24.5,23.5,0.444,40.5,4.5,4.0,3.416,0.361,7.0,11.073,4.0,1.284,0.042,3.667,0.526,0.602,0.07,1.3,0.784,0.184,0.149,0.013,0.617,0.847,0.103,9.8,3.0,16.206,0.659,10.75
493,codenamejason,Human,0.899,100,99,9,20,0.476,18.417,0.109,44.258,0.835,2.357,1.0,0.464,1.0,1.476,1.0,0.773,0.222,1.768,3.156,1.0,1.124,0.0,5.188,0.0,31.672,6.912,55.6,0.746,30.448,26.297,2.178,53.11,0.796,20.725,11.0,13.0,9.937,0.465,14.0
