,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
415,sriv,Human,0.746,63,51,9,1,0.111,41.421,0.166,122.614,0.887,5.667,3.0,0.532,4.0,2.667,2.0,1.414,0.278,2.429,2.249,2.0,8.754,0.001,25.483,0.514,94.361,10.941,182.369,0.782,96.919,43.595,0.091,131.657,0.895,10.285,5.667,4.0,4.555,0.418,8.0
416,guva-odoo,Human,0.817,100,93,8,2,1.0,6.493,0.421,19.873,0.865,46.5,46.5,0.016,1.5,4.0,4.0,1.414,0.125,1.755,1.223,1.0,4.112,0.0,14.438,0.721,7.296,0.245,22.712,0.878,1.566,7.001,0.392,21.148,0.861,2.545,11.625,5.0,15.982,0.606,10.0
417,oliverjam,Human,0.942,31,31,7,10,0.667,65.565,41.792,86.014,0.642,2.067,1.0,0.426,1.0,1.4,1.0,0.828,0.229,1.409,0.959,0.0,10.432,0.0,37.838,0.0,82.735,52.81,91.653,0.558,93.741,70.292,46.646,90.786,0.629,73.835,4.429,2.0,5.062,0.507,4.0
418,bramkragten,Human,0.87,100,74,11,1,0.333,2.653,0.041,8.944,0.888,24.667,9.0,0.532,29.5,5.333,3.0,4.933,0.375,6.727,6.002,7.5,15.684,0.162,28.3,23.56,2.117,0.461,5.077,0.79,1.017,2.986,0.032,10.171,0.892,1.072,6.727,6.0,5.159,0.386,3.5
419,redonkulus,Human,0.923,100,81,8,4,0.444,2.661,0.004,12.904,0.957,9.0,2.0,0.598,12.0,3.222,2.0,2.333,0.337,4.5,4.076,4.75,1.34,0.001,5.191,0.134,11.106,0.038,26.422,0.85,0.594,3.111,0.004,13.962,0.952,0.046,10.125,5.5,11.765,0.535,8.5
420,SSE4,Human,0.893,10,10,4,3,1.0,88.277,7.721,225.842,0.828,3.333,1.0,0.467,3.5,1.333,1.0,0.577,0.167,3.333,4.041,3.5,35.152,0.0,60.884,52.728,344.517,344.517,487.202,0.5,344.504,232.252,7.721,395.593,0.659,344.504,2.5,1.0,3.0,0.45,1.5
421,AbhiPrasad,Human,0.953,100,84,14,6,0.545,4.642,0.016,18.739,0.935,7.636,3.0,0.643,5.0,3.0,2.0,3.066,0.457,2.8,2.894,2.0,1.948,0.006,8.807,0.041,11.27,0.095,30.115,0.868,2.656,5.694,0.02,20.744,0.922,0.129,6.0,5.5,4.852,0.388,5.25
422,mkArtakMSFT,Human,0.821,100,84,8,2,0.133,7.538,0.19,16.333,0.822,5.6,1.0,0.713,1.0,1.667,1.0,1.839,0.352,2.897,3.848,1.0,9.291,0.0,32.225,0.18,12.723,1.932,19.365,0.698,21.992,11.008,0.344,18.442,0.742,18.34,10.5,4.0,11.288,0.527,17.5
423,thisiskeanyvy,Human,0.773,100,100,7,4,0.667,18.478,24.0,9.507,0.22,16.667,3.0,0.737,3.0,2.0,1.5,1.265,0.306,8.333,11.571,8.0,144.527,0.41,250.421,151.377,8.636,8.795,7.599,0.473,11.549,5.081,0.471,7.587,0.68,7.409,14.286,1.0,33.846,0.789,1.5
424,chandarrengoog,Unknown,-,4,4,1,1,1.0,413.606,284.02,351.988,0.358,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1240.819,1240.819,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,4.0,4.0,0.0,0.0,0.0
425,BenChaimberg,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
426,anynamefordeletingthis,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
427,elupus,Human,0.943,100,86,14,7,0.583,10.64,2.293,16.15,0.708,7.167,2.0,0.68,4.25,2.583,2.0,2.065,0.368,2.688,2.455,3.0,13.919,0.0,27.473,17.743,14.806,7.24,17.789,0.617,25.087,9.98,0.888,16.025,0.73,15.29,6.143,4.0,8.047,0.538,3.5
428,jiangjiajun,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
429,xunyi0,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,edzer,Human,0.957,100,93,11,7,0.538,9.193,0.727,20.484,0.809,7.154,2.0,0.728,3.0,2.154,1.0,2.115,0.412,2.447,2.565,1.0,8.749,0.0,29.082,1.123,13.872,2.79,26.549,0.747,12.326,10.991,0.207,24.589,0.825,10.832,8.455,3.0,12.234,0.616,5.5
431,mwtian,Human,0.798,300,250,10,2,1.0,2.316,0.184,7.691,0.854,125.0,125.0,0.496,124.0,5.0,5.0,5.657,0.4,83.333,91.599,90.5,187.542,175.932,193.608,193.347,7.062,7.062,9.048,0.453,6.398,2.97,0.257,9.269,0.84,1.868,25.0,18.0,26.428,0.503,17.0
432,joeniquette,Human,0.89,100,92,10,1,0.333,21.315,0.514,41.048,0.79,30.667,14.0,0.464,32.0,6.333,5.0,3.215,0.211,4.381,4.444,4.0,53.993,0.209,113.715,41.309,40.289,20.054,54.529,0.63,43.006,29.204,4.301,46.33,0.723,42.462,9.2,5.0,10.174,0.47,4.5
433,unclejustin,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
434,mayocream,Human,0.826,100,98,8,50,0.746,5.721,1.298,9.765,0.721,1.463,1.0,0.292,0.0,1.194,1.0,0.584,0.147,1.42,1.429,0.0,0.109,0.0,0.57,0.0,8.05,3.811,10.868,0.633,8.629,3.505,0.272,6.623,0.758,3.556,12.25,2.5,21.292,0.694,6.75
435,mbostock,Human,0.929,100,80,11,5,0.714,2.143,0.083,4.624,0.802,11.429,4.0,0.554,13.0,4.429,3.0,3.359,0.387,2.581,2.693,2.0,2.872,0.0,6.923,0.174,2.674,0.834,3.951,0.687,3.614,2.266,0.091,4.912,0.8,1.217,7.273,7.0,5.002,0.314,2.0
436,shirhatti,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
437,nounoubensebia,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
438,thedrow,Human,0.918,100,92,9,27,0.871,4.154,0.018,10.447,0.863,2.968,1.0,0.601,0.0,1.516,1.0,1.411,0.302,1.533,0.947,1.0,0.747,0.0,3.874,0.0,5.647,0.09,12.172,0.827,3.202,4.922,0.037,11.306,0.834,2.489,10.222,5.0,10.22,0.483,19.0
439,machi1990,Human,0.929,23,18,7,5,0.833,82.509,0.101,246.956,0.878,3.0,2.5,0.389,3.0,2.0,1.5,1.265,0.306,1.8,1.476,0.75,7.471,0.0,21.098,0.05,147.549,1.004,333.738,0.796,95.868,93.5,0.992,261.915,0.861,37.139,2.571,3.0,0.976,0.19,1.0
440,Camotoy,Human,0.916,200,157,8,5,0.357,6.102,0.253,11.413,0.769,11.214,2.0,0.78,3.0,1.857,1.0,1.916,0.379,3.204,5.323,0.0,9.199,0.0,24.311,0.0,10.441,3.157,15.858,0.699,15.377,9.165,3.732,13.325,0.657,13.718,19.625,8.0,21.36,0.531,28.0
441,yu285,Bot,0.552,297,232,5,1,0.5,9.161,0.074,27.578,0.875,116.0,116.0,0.496,115.0,3.0,3.0,2.828,0.333,77.333,98.114,93.5,682.259,434.497,834.207,806.14,34.661,34.661,41.795,0.426,29.553,10.211,0.079,22.05,0.826,6.026,46.4,8.0,55.824,0.538,100.0
442,nickvergessen,Human,0.847,100,85,13,3,0.375,0.375,0.035,1.578,0.865,10.625,6.0,0.563,2.25,4.5,3.5,3.891,0.403,2.656,4.877,1.0,0.196,0.0,0.602,0.017,0.813,0.089,2.55,0.859,0.235,0.449,0.059,1.735,0.849,0.193,6.538,8.0,3.072,0.248,4.0
443,tzarc,Human,0.869,100,81,9,2,0.5,7.479,0.08,19.04,0.872,20.25,12.0,0.522,16.75,3.0,2.0,2.828,0.417,4.5,6.802,2.0,13.308,0.074,30.428,0.611,21.106,1.455,31.849,0.711,27.128,10.319,0.081,22.986,0.843,2.513,9.0,6.0,9.042,0.505,18.0
444,allenlavoie,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445,nfbot,Bot,0.139,209,153,7,1,0.042,1.499,0.039,6.471,0.922,6.375,4.0,0.405,5.0,3.25,3.5,1.359,0.223,1.843,1.018,1.0,0.463,0.0,3.609,0.003,2.311,0.057,8.289,0.889,0.679,1.25,0.034,6.574,0.933,0.095,21.857,24.0,15.721,0.37,27.0
446,MonilBhavsar,Human,0.491,282,235,11,1,1.0,4.998,0.3,13.033,0.838,235.0,235.0,0.0,0.0,11.0,11.0,0.0,0.0,235.0,0.0,0.0,1169.609,1169.609,0.0,0.0,,,0.0,0.0,,4.684,0.233,11.993,0.84,2.863,21.364,14.0,31.235,0.61,15.0
447,lmandavi,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448,1gtm,Bot,0.828,100,100,3,4,0.5,0.828,0.001,1.814,0.833,12.5,4.0,0.608,2.75,1.375,1.0,0.518,0.17,2.857,3.465,1.0,0.482,0.0,1.214,0.001,1.915,0.459,2.586,0.67,2.894,0.776,0.035,1.62,0.816,0.554,33.333,41.0,13.279,0.153,11.5
449,mcomella,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450,b3nl,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451,jaredhanson,Bot,0.8,100,100,2,2,0.333,7.956,0.164,21.722,0.867,16.667,7.5,0.517,25.0,1.167,1.0,0.408,0.119,4.545,5.096,5.0,8.029,0.112,12.513,15.528,29.096,13.95,39.84,0.665,47.803,0.422,0.422,0.235,0.197,0.166,50.0,50.0,69.296,0.49,49.0
452,sorawee,Human,0.936,100,72,9,5,0.385,16.937,0.063,36.277,0.83,5.538,3.0,0.541,4.0,2.308,2.0,1.601,0.349,3.0,4.443,2.0,9.558,0.011,26.023,0.849,42.309,20.771,49.349,0.598,70.574,23.344,0.787,40.038,0.752,26.101,8.0,5.0,10.476,0.562,6.0
453,smysnk,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
454,trivialfis,Human,0.946,100,94,11,4,0.667,1.533,0.216,3.666,0.807,15.667,3.5,0.649,20.25,2.5,1.0,2.811,0.456,2.089,2.076,1.0,1.642,0.0,4.925,0.158,1.561,0.205,4.211,0.833,0.846,1.845,0.117,4.391,0.833,0.961,8.545,4.0,15.883,0.621,4.0
455,ThiefMaster,Human,0.936,100,82,11,5,0.357,2.684,0.204,6.961,0.834,5.857,2.0,0.589,6.75,2.429,2.0,2.102,0.366,1.519,1.27,1.0,1.678,0.0,5.947,0.0,2.392,0.213,6.435,0.839,0.798,3.125,0.254,7.662,0.82,1.269,7.455,6.0,6.424,0.412,5.5
456,a0x8o,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
457,DonJayamanne,Human,0.761,100,84,12,1,0.125,1.443,0.088,3.421,0.826,10.5,5.5,0.503,14.0,4.625,4.5,3.159,0.361,2.625,1.913,2.0,0.939,0.0,2.976,0.401,2.895,0.511,4.427,0.697,4.727,1.342,0.059,3.466,0.842,0.511,7.0,5.5,4.954,0.377,7.5
458,KRVPerera,Human,0.942,22,22,6,4,0.667,94.646,22.932,166.542,0.746,3.667,1.5,0.47,5.5,1.333,1.0,0.516,0.167,2.0,1.549,1.0,54.724,0.0,150.8,13.648,138.561,45.663,180.596,0.618,216.316,97.323,15.539,148.856,0.675,148.481,3.667,1.0,6.532,0.606,0.0
459,jsamr,Human,0.957,97,81,15,14,1.0,24.863,0.317,67.915,0.873,5.786,2.0,0.615,3.0,2.857,1.5,3.085,0.468,3.375,4.79,2.0,27.467,0.016,84.124,4.449,57.818,25.147,90.091,0.688,59.959,22.7,0.345,65.01,0.871,14.438,5.4,6.0,3.795,0.364,5.5
460,efd6,Human,0.849,100,83,10,2,0.25,0.565,0.036,1.996,0.872,10.375,8.5,0.378,7.75,3.0,2.0,2.828,0.427,1.976,2.745,1.0,0.128,0.0,0.402,0.0,0.999,0.093,2.751,0.836,0.446,0.905,0.05,2.64,0.853,0.376,8.3,3.5,11.156,0.56,3.25
461,userquin,Human,0.945,100,82,12,9,0.75,3.313,0.401,7.508,0.812,6.833,2.5,0.583,5.25,3.167,2.0,2.48,0.399,2.733,3.205,2.5,1.79,0.015,4.341,0.515,7.403,1.822,10.868,0.673,11.367,3.112,0.41,7.579,0.823,1.719,6.833,5.0,6.991,0.494,6.25
462,onobc,Human,0.951,100,80,11,7,0.538,2.706,0.059,7.033,0.867,6.154,1.0,0.567,9.0,2.0,1.0,1.78,0.379,2.051,1.919,1.0,2.388,0.0,9.395,0.045,3.175,0.196,7.59,0.829,2.036,1.895,0.052,5.65,0.886,0.181,7.273,5.0,8.719,0.484,3.0
463,AurevoirXavier,Human,0.607,295,224,13,24,0.632,2.249,0.002,7.78,0.906,5.895,1.5,0.684,3.75,1.816,1.0,1.814,0.34,2.462,2.907,1.0,0.323,0.0,1.312,0.001,5.245,0.022,11.615,0.809,3.04,2.862,0.001,8.741,0.885,0.548,17.231,6.0,22.253,0.571,14.0
464,gaurav-nelson,Human,0.952,100,77,12,7,0.583,5.038,0.04,14.893,0.898,6.417,3.5,0.555,5.5,2.667,2.0,1.875,0.354,2.265,1.814,2.0,1.661,0.004,5.432,0.095,9.892,0.177,21.123,0.829,4.996,6.183,0.044,16.436,0.878,0.425,6.417,4.5,5.664,0.458,7.5
465,ygimenez,Bot,0.911,100,100,1,1,1.0,0.742,0.152,2.548,0.83,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,73.465,73.465,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,100.0,100.0,0.0,0.0,0.0
466,vkbo,Human,0.841,100,90,8,1,0.333,6.24,0.078,14.586,0.839,30.0,35.0,0.363,24.5,4.667,5.0,3.512,0.333,6.0,3.928,5.5,20.866,0.973,40.013,20.785,17.313,12.784,18.613,0.548,21.391,6.63,0.069,15.947,0.848,4.334,11.25,10.0,9.177,0.358,3.0
467,jaykrell,Human,0.925,19,19,6,4,0.444,109.748,0.331,221.385,0.804,2.111,2.0,0.327,1.0,1.556,1.0,0.882,0.254,2.111,1.453,1.0,2.095,0.011,4.129,0.658,244.576,154.17,285.677,0.572,365.267,131.898,0.165,263.858,0.799,103.078,3.167,2.0,3.43,0.447,1.5
468,emakeev,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
469,dawidwys,Human,0.949,62,56,10,3,0.375,39.702,0.199,160.689,0.916,7.0,2.5,0.589,7.25,2.75,2.0,2.375,0.398,1.75,1.27,1.0,23.356,0.0,87.669,0.116,46.33,0.088,203.919,0.924,15.841,44.0,0.088,185.426,0.923,15.838,5.6,4.5,5.254,0.425,3.5
470,destogl,Human,0.95,100,83,10,7,0.538,27.229,0.117,112.498,0.913,6.385,2.0,0.665,5.0,2.0,2.0,1.291,0.314,2.862,5.89,1.0,4.82,0.0,14.155,0.077,74.75,13.556,185.108,0.81,47.542,43.904,0.381,145.072,0.882,21.904,8.3,6.0,9.429,0.539,8.0
471,bixia1,Unknown,-,7,7,3,1,1.0,206.916,114.754,267.311,0.615,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,1241.499,1241.499,0.0,0.0,,,0.0,0.0,,172.658,8.18,334.467,0.738,179.789,2.333,2.0,1.528,0.286,1.5
472,ariard,Human,0.933,100,90,8,8,0.727,18.524,0.331,40.686,0.823,8.182,6.0,0.497,14.0,2.182,2.0,1.25,0.288,1.837,1.344,1.0,6.966,0.0,22.608,0.272,27.235,0.65,51.722,0.788,27.004,19.016,0.331,46.073,0.851,12.483,11.25,7.0,14.028,0.5,5.0
473,kpenfound,Human,0.955,64,60,12,5,0.556,36.043,1.438,113.909,0.845,6.667,6.0,0.407,7.0,2.889,3.0,1.833,0.333,1.765,1.707,1.0,4.998,0.0,16.882,0.243,59.29,4.441,148.56,0.789,51.839,46.313,1.911,139.859,0.843,35.826,5.0,3.0,7.198,0.542,3.5
474,jerinphilip,Human,0.914,10,10,4,9,0.9,210.961,26.283,472.982,0.78,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,210.961,26.283,472.982,0.78,69.996,388.403,47.141,714.467,0.711,396.096,2.5,1.0,3.0,0.45,1.5
475,evanh,Human,0.787,100,79,8,1,0.2,4.913,0.129,19.247,0.906,15.8,13.0,0.506,12.0,4.8,5.0,2.775,0.283,3.292,3.099,1.5,4.76,0.03,10.647,1.75,11.693,1.068,33.826,0.87,1.853,5.69,0.129,21.914,0.914,0.624,9.875,8.0,6.034,0.309,5.5
476,mrodozov,Unknown,-,7,7,2,2,1.0,260.399,0.884,500.886,0.766,3.5,3.5,0.357,2.5,1.0,1.0,0.0,0.0,3.5,3.536,2.5,626.753,626.753,886.362,626.753,308.889,308.889,0.0,0.0,0.0,308.889,308.889,0.0,0.0,0.0,3.5,3.5,3.536,0.357,2.5
477,pjcollins,Human,0.925,100,86,9,4,0.571,5.133,0.128,17.032,0.891,12.286,9.0,0.542,14.5,4.0,5.0,2.708,0.347,4.778,6.504,2.75,14.674,0.027,40.731,1.377,10.13,1.075,27.662,0.834,4.63,5.147,0.08,16.007,0.872,1.682,9.556,8.0,5.077,0.269,5.0
478,poiana,Human,0.318,167,141,8,1,0.091,0.299,0.011,1.514,0.916,12.818,7.0,0.574,12.0,3.0,3.0,1.789,0.314,3.439,4.648,3.0,0.435,0.002,2.35,0.021,0.599,0.157,1.652,0.777,0.295,0.286,0.013,1.188,0.894,0.152,17.625,4.0,26.933,0.645,19.5
479,avida,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
480,v-sdhakshina,Human,0.858,100,95,7,3,1.0,6.98,0.246,21.76,0.879,31.667,4.0,0.611,43.5,3.0,1.0,3.464,0.444,19.0,14.916,27.0,125.003,97.688,143.734,183.993,7.765,5.75,9.455,0.559,13.314,12.928,0.263,32.878,0.848,5.606,13.571,4.0,27.116,0.683,1.5
481,Piraty,Human,0.947,37,34,9,3,0.375,59.586,9.769,92.026,0.721,4.25,1.0,0.61,2.5,1.875,1.0,1.808,0.375,1.889,1.605,1.0,33.168,0.0,68.283,12.239,80.548,16.213,108.35,0.665,155.168,51.743,5.666,97.934,0.779,26.199,3.778,2.0,6.496,0.582,1.0
482,enty8080,Human,0.879,200,191,8,4,0.167,8.871,0.072,30.477,0.91,7.958,4.5,0.527,9.25,1.583,1.0,0.974,0.274,2.301,3.352,1.0,5.156,0.0,26.8,0.067,15.335,0.86,36.996,0.831,10.928,16.85,2.929,37.266,0.785,18.76,23.875,3.5,57.885,0.793,6.0
483,tchiotludo,Human,0.882,100,87,9,4,0.444,2.769,0.156,8.093,0.856,9.667,4.0,0.585,7.0,1.667,1.0,1.118,0.296,4.833,8.452,2.0,7.18,0.024,23.867,0.373,6.406,1.389,13.452,0.725,3.843,2.411,0.004,9.445,0.916,0.971,9.667,4.0,16.823,0.626,5.0
484,kroeckx,Human,0.586,61,53,5,4,0.8,40.721,2.201,122.656,0.861,10.6,2.0,0.687,3.0,1.8,1.0,1.304,0.311,5.3,6.567,2.75,123.051,13.65,258.249,49.923,98.554,30.198,124.184,0.612,133.458,44.917,2.254,141.328,0.87,20.931,10.6,10.0,6.731,0.309,9.0
485,coqbot-app[bot],Bot,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
486,Prasad-MSFT,Bot,0.557,175,167,4,2,0.667,13.204,3.352,21.13,0.706,55.667,37.0,0.391,49.0,2.333,2.0,1.528,0.286,2.037,2.105,1.0,12.69,0.0,31.337,4.828,14.213,3.911,20.9,0.671,19.51,12.418,3.464,19.326,0.683,17.536,41.75,11.5,67.889,0.657,45.25
487,aeubanks,Human,0.866,100,69,8,2,1.0,3.219,0.309,9.159,0.84,34.5,34.5,0.413,28.5,4.0,4.0,2.828,0.25,5.308,6.897,4.0,15.134,0.347,33.675,6.938,1.844,0.274,4.827,0.839,0.516,3.12,0.568,5.763,0.755,1.729,8.625,3.5,11.148,0.524,5.25
488,jorgecarleitao,Unknown,-,3,3,2,2,1.0,64.26,64.26,77.882,0.428,1.5,1.5,0.167,0.5,1.5,1.5,0.707,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.26,64.26,77.882,0.428,55.071,9.19,9.19,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
489,shawntabrizi,Human,0.956,100,89,11,9,0.692,3.804,0.056,9.356,0.852,6.846,2.0,0.584,6.0,2.231,2.0,1.691,0.34,2.543,2.466,2.0,3.232,0.0,11.402,0.058,6.519,0.525,10.717,0.732,9.712,3.887,0.069,7.99,0.798,4.634,8.091,2.0,13.946,0.631,6.0
490,ihaveamac,Bot,0.944,100,100,1,1,1.0,0.0,0.0,0.0,0.165,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.036,0.036,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,100.0,100.0,0.0,0.0,0.0
491,ethanmills,Human,0.766,200,176,8,1,0.1,5.381,0.01,32.833,0.939,17.6,14.5,0.458,24.5,4.8,5.0,2.201,0.242,4.19,6.776,3.75,4.831,0.008,14.112,0.168,18.018,1.913,65.43,0.863,7.335,5.947,0.009,35.166,0.941,0.402,22.0,17.0,16.292,0.388,25.25
492,alerque,Human,0.949,100,95,11,10,0.714,2.192,0.289,5.56,0.82,6.786,1.5,0.674,2.75,1.786,1.0,2.424,0.397,1.696,1.235,1.0,0.719,0.0,2.546,0.283,3.013,0.302,6.788,0.799,1.24,2.856,0.217,6.966,0.824,1.239,8.636,3.0,14.988,0.651,6.5
493,xavier2k6,Human,0.904,100,91,10,5,0.5,1.444,0.104,3.517,0.827,9.1,4.0,0.595,3.75,2.0,1.5,1.333,0.32,2.333,2.496,1.0,2.335,0.003,7.191,0.149,1.023,0.219,2.609,0.798,0.536,1.58,0.126,3.972,0.835,0.569,9.1,4.5,10.246,0.551,14.0
494,JulienPeloton,Human,0.9,100,91,11,3,0.429,0.601,0.044,1.549,0.838,13.0,13.0,0.345,12.0,4.286,3.0,3.039,0.362,3.957,3.586,2.0,1.347,0.049,3.537,0.542,1.049,0.128,2.196,0.789,0.762,0.51,0.022,1.362,0.842,0.231,8.273,5.0,9.971,0.48,5.0
495,Horlawhumy-dev,Human,0.437,253,241,6,3,0.375,4.553,0.086,26.991,0.939,30.125,3.0,0.764,14.75,2.25,2.0,1.282,0.264,17.214,29.535,16.0,42.812,0.732,135.122,12.85,37.956,9.784,93.268,0.777,16.523,10.797,0.068,52.71,0.935,0.684,40.167,10.5,80.412,0.725,8.5
496,ORCACommander,Human,0.725,22,16,4,3,1.0,74.277,0.645,195.937,0.856,5.333,3.0,0.458,5.5,2.0,1.0,1.732,0.333,3.2,2.28,4.0,179.841,1.135,394.989,11.705,53.737,0.253,107.123,0.749,53.93,28.564,0.199,75.194,0.855,4.652,4.0,4.0,3.464,0.375,6.0
497,myitcv,Human,0.953,100,96,13,5,0.5,19.956,0.427,71.236,0.906,9.6,2.5,0.662,6.0,2.4,2.0,2.119,0.375,4.364,7.201,2.0,60.833,0.041,163.071,10.297,26.547,1.899,67.282,0.845,6.722,14.998,1.757,48.019,0.862,5.897,7.385,3.0,10.461,0.606,3.0
498,godofredoc,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
499,manzt,Human,0.936,100,93,13,5,0.5,1.83,0.069,4.893,0.864,9.3,5.0,0.56,13.75,3.1,2.5,2.558,0.39,2.447,2.565,2.0,1.003,0.001,4.048,0.056,3.519,0.239,6.366,0.766,4.14,2.233,0.071,5.578,0.857,0.805,7.154,4.0,9.99,0.534,6.0
500,raman325,Human,0.938,100,81,9,5,0.625,2.347,0.01,13.377,0.939,10.125,5.0,0.557,9.75,2.75,3.0,1.669,0.307,4.5,7.524,3.5,1.519,0.018,3.67,0.587,9.437,0.418,28.336,0.855,4.517,3.031,0.009,16.175,0.946,0.217,9.0,4.0,8.529,0.48,15.0
501,simon300000,Bot,0.046,21,21,3,1,0.5,69.935,4.26,175.556,0.837,10.5,10.5,0.452,9.5,2.0,2.0,1.414,0.25,7.0,8.718,8.0,188.447,0.106,326.307,282.617,416.682,416.682,458.316,0.389,324.078,75.701,12.232,132.776,0.724,72.28,7.0,6.0,6.557,0.413,6.5
502,ydcjeff,Unknown,-,9,9,5,6,1.0,153.51,18.778,267.285,0.738,1.5,1.0,0.241,0.75,1.333,1.0,0.516,0.167,1.286,0.756,0.0,0.007,0.0,0.02,0.0,204.672,84.445,295.726,0.651,244.712,190.991,0.305,381.569,0.75,191.234,1.8,1.0,1.304,0.311,1.0
503,xinetzone,Bot,0.915,100,100,1,1,0.143,9.989,0.779,22.196,0.808,14.286,7.0,0.454,15.0,1.0,1.0,0.0,0.0,2.222,1.636,2.0,6.661,0.017,13.905,3.481,15.664,0.922,30.725,0.793,17.105,,,0.0,0.0,,100.0,100.0,0.0,0.0,0.0
504,mccv1r0,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
505,mmtr,Human,0.875,100,82,11,2,0.5,5.023,0.276,13.05,0.851,20.5,14.5,0.5,29.0,6.25,6.5,4.349,0.31,3.417,4.452,3.0,9.876,0.157,30.755,0.796,7.385,1.712,15.173,0.741,3.72,5.813,0.31,14.21,0.841,2.005,7.455,6.0,3.142,0.215,4.0
