actor_id,clean_login,data_label
540554,amanda-mitchell,Human
3595132,marcelsavegnago,Human
294765,ozangunalp,Human
71398022,dandhlee,Human
3459954,timothyb89,Human
9316341,avishayt,Human
647076,yorickvP,Human
48260534,dneel-bah,Human
8846211,piedoom,Human
17039389,harupy,Human
8366208,yairm210,Human
4015312,locus313,Human
12553576,sahiljoster32,Human
1522731,dduportal,Human
12635164,newfren,Human
77081751,Charlie-Sumorok,Human
216080,nikic,Human
24800714,Pytal,Human
29373963,Iamdeadlyz,Human
964927,jbleyel,Human
11912225,sangxxh,Human
41563853,dddddai,Human
12488783,kmova,Human
43663476,extratone,Human
23304,dims,Human
1617424,suo,Human
1529535,wozniakjan,Human
3755029,kwypchlo,Human
77006897,heyimShivam,Human
1577802,euvl,Human
4813045,rcmarron,Human
17437380,vibhandikyash,Human
49265907,klementtan,Human
38199262,GPUtester,Bot
31522760,fedekunze,Human
3372342,bors,Bot
341314,bretambrose,Human
67903886,RealYusufIsmail,Human
26892178,batamig,Human
10407760,migeed-z,Human
3431333,garth-wells,Human
711311,giuseppeg,Human
37080958,eabz,Human
14068621,christianvogt,Human
25851739,Convly,Human
882976,benesch,Human
7956947,webstech,Human
1212,bgianfo,Human
55796944,avinashkranjan,Human
1946610,segiddins,Human
486367,robguthrie,Human
5443147,sergeyfrolov,Human
55790344,dorloff,Human
52702992,robbot006,Bot
33374965,musfay,Human
20977433,boris-kz,Human
47037905,Valdnet,Human
6270048,Haroenv,Human
301220,alexwlchan,Human
8496940,BenePronomen,Human
81515012,zacksgamerz,Human
332994,reschke,Human
12040685,brooksmtownsend,Human
45947961,scottwcpg,Human
60117248,dylanexpensify,Human
4324516,robpike,Human
6221156,martijn00,Human
1445834,Zacqary,Human
16195656,stevenctl,Human
1805746,Dal-Papa,Human
5436999,msandstedt,Human
28904266,themak1985,Human
2507951,hoffm386,Human
31142146,sharadb-amazon,Human
63486087,JulieLeeMSFT,Human
1180335,kachick,Human
1434545,aagit,Human
42723993,EnderDev,Human
54407259,kstefanj,Human
1748653,no23reason,Human
5869249,zhuzhurk,Human
54248166,martin389,Human
3375461,Hongbo-Miao,Human
2746074,timabbott,Human
29556850,dazavala,Human
13832349,zhiltsov-max,Human
1779792,lynnagara,Human
4033090,obiot,Human
2810519,cbauerman,Human
1935960,Tyrrrz,Human
26744576,Swiftfeather,Human
64654203,Swastyy,Human
1355059,bartr,Human
7131143,jon-betts,Human
30398469,gc,Human
1173955,mitake,Human
1036808,taralx,Human
85386116,LegendSumeet,Human
1057353,dfaggioli,Human
28309249,hlhoots,Human
2094371,sunverwerth,Human
9434715,hyperfekt,Human
2947595,m-roberts,Human
17153022,fao89,Human
22801583,SethFalco,Human
16407807,nlu90,Human
16494272,FireController1847,Human
89910,major,Human
294864,jgraham,Human
73820785,benthevining,Human
43534309,prsadhuk,Human
542863,danfinlay,Human
1140906,e0ipso,Human
1400897,sshipway,Human
13459904,ashley-matthews,Human
7670276,ismaeldcom,Human
4129208,pipcet,Human
40325757,jcqli,Human
984817,pauldambra,Human
52158641,Kartik494,Human
7751182,jitspoe,Human
37159550,Useroth,Human
37156449,zuchka,Human
4629496,hillelcoren,Human
4139050,geertu,Human
10274366,DanielSmithMichigan,Human
19957806,mssalvatore,Human
12821956,mjbvz,Human
66968678,jedcunningham,Human
9977887,nle-odoo,Human
26197929,Magnytu2,Human
591033,maysam,Human
13499639,kouvel,Human
750276,raineorshine,Human
31145988,chidozieononiwu,Human
11638995,aravindhp,Human
41291385,greg-fer,Human
4550621,Twixes,Human
964723,davdiv,Human
57403,weirdan,Human
67962328,jepenven-silabs,Human
9965476,galessiorob,Human
486540,kylegach,Human
64450378,ravikesarwani,Human
231923,yschimke,Human
56395104,kevinlog,Human
69717,jpata,Human
50063647,jenmwms,Human
34320458,dirgim,Human
11193764,zdrawku,Human
3967506,dannyBies,Human
1446897,vszakats,Human
614233,dtrodrigues,Human
992613,colethecoder,Human
28388247,PRMerger9,Bot
1932563,avodovnik,Human
73549208,1Blackdiamondsc,Human
47337188,xinrong-meng,Human
4459398,andrew-goldstein,Human
37455951,kaychang-unity,Human
23188539,tupui,Human
830084,lihanli,Human
890111,losipiuk,Human
867352,jbowens,Human
65736,tschoonj,Human
5488440,maxnoe,Human
6721458,KodrAus,Human
60718360,DmitryVasilevsky,Human
30336552,tati-kru,Human
10147802,Azurelol,Human
4040623,mseri,Human
25224843,IT-Ideas,Human
365089,floatdrop,Human
7295071,vasco-santos,Human
5001092,WesleyAC,Human
10142938,vojtechjelinek,Human
191721,joakime,Human
7907848,palenshus,Human
47184118,anthony-hull,Human
622789,Jimexist,Human
51781608,DuanKuanJun,Human
14189497,jhackett1,Human
1994518,ekcasey,Human
13897643,jtcohen6,Human
3308246,MatthewHeun,Human
17325,bluefuton,Human
11516302,mfuji09,Human
6352776,edahlseng,Human
776816,extrawurst,Human
1189414,juancarlospaco,Human
27560638,Teakowa,Human
30737530,rbhanda,Human
65029690,sync-by-unito[bot],Bot
69141501,sibir-ine,Human
5158436,pi0,Human
7277719,danirabbit,Human
1206691,wjblanke,Human
90329641,hdurand0710,Human
1885005,DominikMe,Human
92749,Totktonada,Human
62508050,ShirleyDenkberg,Human
84025829,pradeepcrao,Human
271029,nastra,Human
5120679,bast,Human
22458333,kitaisreal,Human
3840695,am11,Human
47781757,JevgenijVisockij,Human
75445744,sideninja,Human
19036496,terryjreedy,Human
8573935,alanwaketan,Human
77638332,uw2021,Human
8705251,ewanharris,Human
26676291,webpack-bot,Bot
20843596,ashutosh1919,Human
1420594,thedebian,Human
4001424,kaixih,Human
9528307,turbaszek,Human
92793,ForNeVeR,Human
58605119,submariner-bot,Bot
22344340,unspecd,Human
22076831,prasakri,Human
4706131,ehashman,Human
12958815,milahu,Human
122189,stuartmorgan,Human
53292327,weidongxu-microsoft,Human
10670690,pankaj-ag,Human
25489897,dhmlau,Human
860099,claudiopro,Human
61147963,Larisa-Staroverova,Human
286476,iHiD,Human
9410171,xieguigang,Human
1925840,aleclarson,Human
1975321,spyhunter99,Human
39231249,gweiying,Human
21083073,tkdrob,Human
17774687,keithc-ca,Human
22347970,aks681,Human
10740350,pritha-srivastava,Human
44050820,BhargaviAnnadevara-MSFT,Human
13665637,DanielNoord,Human
1821014,krancour,Human
35718120,numb3r3,Human
25026967,phuctm97,Human
153197,rchl,Human
5517838,erjiaqing,Human
7856674,hustcc,Human
808857,joeferner,Human
16182107,chelshaw,Human
407542,diegocurbelo,Human
47337480,ebebbington,Human
7043539,talregev,Human
1430078,ajcvickers,Human
1621608,aaemnnosttv,Human
133832,adri,Bot
12996724,bernardsilenou,Human
7328370,stevekuznetsov,Human
6726799,gjsjohnmurray,Human
3178197,simonis,Human
22023842,N5N3,Human
3768250,vunb,Human
17892,mraible,Human
27928306,ivandev0,Human
123917,refractalize,Human
1946221,owenv,Human
24910512,CyberFlameGO,Human
5846501,ericphanson,Human
26458780,MatthewCroughan,Human
2893260,andyp1per,Human
1295639,shiena,Human
3840769,GiladShoham,Human
2038071,lipangit,Human
151829,mattstauffer,Human
4858051,wayneseymour,Human
74918891,abhatt-rh,Human
89798550,jimuhh,Human
73091,ik5,Human
47059878,QuentinGruber,Human
43567378,rasabot,Bot
408412,michielbdejong,Human
1063106,vathpela,Human
93394800,nikola-miladinovic,Human
8529452,shuaijinchao,Human
76527547,fg-mindee,Human
3483575,mrrodriguez,Human
879756,LlmDl,Human
1062985,navjottomer,Human
21300084,xiaozhu36,Human
65891387,nshchego,Human
35156,javierm,Human
77421532,sin-ack,Human
8433140,alandonovan,Human
2128935,skitt,Human
10122052,marcussc,Human
18445938,zlshames,Human
64497526,Cryptex-github,Human
28949235,iamcho2,Human
70562142,AndyBakcsy-she,Human
74874782,notthewave,Human
5248122,ailzhang,Human
52186032,tianheg,Human
10100465,gabrieltanchen,Human
36896360,PsiACE,Human
22700758,whyour,Human
69976260,grischperl,Human
25202671,HarshitaSingh-MSFT,Human
18483045,jba,Human
605277,uranusjr,Human
35225170,Colovorat,Human
1438610,BioTurboNick,Human
16144158,Ethan-Arrowood,Human
2172048,chris-wood,Human
11141564,devhoussam,Human
9430290,zzcclp,Human
11017722,connor-baer,Human
8822365,busunkim96,Human
2810001,pjhwa,Human
80857940,Dene-human,Human
5563494,avanigupta,Human
62474226,SingleAccretion,Human
274668,thermokarst,Human
7916000,ml-evs,Human
21303438,jinfagang,Human
17534,tychoish,Human
25550534,CCXXXI,Human
7528420,sausagee,Human
7569403,kokosing,Human
34152706,neza2017,Human
293199,mirko-pagliai,Human
630042,siddharthlatest,Human
14291825,thomas-alrek,Human
62763628,raghupola-vg,Human
19859882,sean-mcmanus,Human
5951041,rebron,Human
53718687,sijia-w,Human
1239644,zharinov,Human
4661658,westnordost,Human
2040554,matthewbirtch,Human
5436027,aneeshd16,Human
633765,Akasurde,Human
1506905,sudodoki,Human
17187348,llali,Human
25108287,TurekBot,Human
14576445,robrap,Human
52735331,danleifeng,Human
2839925,richmahn,Human
55718608,marshallmain,Human
33663870,DrFaust92,Human
43129309,a-sidorova,Human
242598,wbhart,Human
15977469,jimczi,Human
12565826,tringakrasniqi,Human
1368952,PedroHLC,Human
922837,eggfly,Human
66974735,djsstarburst,Human
2772730,jcelerier,Human
12970120,jhux2,Human
66111494,happyguoxy,Human
5171607,bryanyang0528,Human
9265702,AnthonyLloyd,Human
61631103,dario-piotrowicz,Human
20050954,lnemsick-simp,Human
217628,willdurand,Human
84792,defunctzombie,Human
62012118,lala123912,Human
25656809,dieghernan,Human
1157344,shogo82148,Human
3462541,Margen67,Human
1078012,DanTup,Human
14209781,joshuarli,Human
25847370,LEHigley,Human
2197259,mariospr,Human
25540979,wat-ze-hex,Human
3468789,strint,Human
6740773,juan131,Human
8403079,trishaanand,Human
35301108,hfxsd,Human
461970,etu,Human
8304391,zramsay,Human
552629,lovasoa,Human
54888056,prestascott,Human
36541229,SupervisedThinking,Human
35701650,ofekisr,Human
683300,linusnorton,Human
55339528,abhijeetbodas2001,Human
12015519,rollandf,Human
46617848,krishprakash,Human
517124,clokep,Human
13560798,holbrookt,Human
604955,vext01,Human
5359011,ustbhuangyi,Human
7103774,edomt,Human
17935946,ariel11,Human
18339250,lloydstubber,Human
64598482,ydFu,Human
25054729,mtwalli,Human
11509660,snakefoot,Human
3646450,gggina,Human
20915761,YalinLi0312,Human
1813008,joshdover,Human
133019,swankjesse,Human
35176391,arnonsha,Human
7559202,kpouget,Human
473616,Aneurysm9,Human
54545579,bridgethapner,Human
1097244,fluxer,Human
11569930,jesperancinha,Human
10002889,severinbeauvais,Human
1627459,shgysk8zer0,Human
605324,nat-henderson,Human
12074941,chiragg4u,Human
6955854,hkdsun,Human
4249591,chrissimpkins,Human
27990562,graceguo-supercat,Human
3671681,Stewmath,Human
1423118,jsteemann,Human
6134547,yoyo837,Human
1265028,drkameleon,Human
4531597,AxelTerizaki,Human
53310847,kaiwalyakoparkar,Human
52456633,pjhill,Human
6305156,amihaiemil,Human
53486698,thilton-oddball,Human
2571951,Yomguithereal,Human
7050938,jaredh159,Human
32947694,Dino-Li,Human
15258962,JustinGrote,Human
38422348,umarcor,Human
12954037,craigmiller160,Human
25372625,bencodeorg,Human
24947345,NicMendonca,Human
36765976,CNCF-Bot,Bot
83010347,v-abirade,Human
12448243,nklayman,Human
13757818,krisnova,Human
6723000,jorgecotillo,Human
178634,benmatselby,Human
65984493,microsoft-cla-retired[bot],Bot
5327954,kskovpen,Human
31688823,wizardcalidad,Human
1160355,pbelevich,Human
89511597,mariansima,Human
7651503,dmisdm,Human
49900442,I-am-Bot,Human
20063,killercup,Human
85913323,jkirschner-hashicorp,Human
12431,dahlia,Human
18329778,Winfidonarleyan,Human
70857188,Beginner-Go,Human
29673671,atarax665,Human
10572368,LoneRifle,Human
5077042,istarkov,Human
7999356,CristinaBirkel,Human
1688225,EmilienM,Human
18599354,ninjaginja,Human
65573242,DerekHerman-MSFT,Human
209757,ctalkington,Human
5430156,simongoffin,Human
10228651,jaskiratsingh2000,Human
1584568,tiagobento,Human
187314,wadells,Human
1589480,BrewTestBot,Bot
18057016,azabbasi,Human
15722184,ahmedyarub,Human
8130692,MurhafSousli,Human
33834665,leoppro,Human
12154020,thomast1906,Human
81193618,kevin-v-ngo,Human
108725,fsouza,Human
284515,klzns,Human
14190564,michaeltlombardi,Human
31104478,tbitonti,Human
3441321,revans2,Human
10504350,WadeBarnes,Human
68494604,adityamangal1,Human
9569194,swiftyspiffy,Human
16033661,faec,Human
27757146,tristaZero,Human
26460210,FraPazGal,Human
5020626,elect86,Human
8777671,godfreyhe,Human
1937956,majagrubic,Human
1467188,odinuge,Human
828643,kshyatt,Human
296978,dalg24,Human
12497062,Blackbaud-SteveBrush,Human
50176238,da-nyee,Human
4235722,dzikoysk,Human
15100604,massongit,Human
439401,stof,Human
76167344,manjeetdhayal,Human
7527802,jbrosenz,Human
32834804,juliannatetreault,Human
19997320,krshrimali,Human
26361756,zhaoxugang,Human
10643,zx2c4,Human
14355175,esainane,Human
16357972,alexsapozhnikov,Human
2196347,oleggromov,Human
4666273,cgcgcg,Human
170270,sindresorhus,Human
9292748,AlbumenJ,Human
4440734,mistic,Human
52366632,saw-jan,Human
27251568,reedship,Human
5175174,twentylemon,Human
1611331,vikramcse,Human
183245,itewk,Human
50135801,kba-odoo,Human
24425551,frankfliu,Human
182893,lucamilanesio,Human
3794471,ebfull,Human
7499936,qw4990,Human
345332,itsbilal,Human
1337046,DanielMSchmidt,Human
35229095,yangyangtiantianlonglong,Human
2864684,mpataki,Human
1863024,renanborgez,Human
33146,pparidans,Human
22619452,Hyperkid123,Human
991986,lazka,Human
78347216,cristinacoza,Human
59657963,rna-afk,Human
1122927,tidoust,Human
48936235,xdice86,Human
632942,cllns,Human
5599796,vnen,Human
59598,pkgw,Human
46842642,TomokiMiyauci,Human
31750075,mgaeta,Human
5368500,hamishwillee,Human
3372902,lszomoru,Human
63816070,wiliansilvazup,Human
76071,wojtekmach,Human
6757047,enahum,Human
9079781,garnier-quentin,Human
6493354,dfreeman06,Human
300115,andyross,Human
15356673,changshuchao,Human
2278807,Meinersbur,Human
6487691,sxa,Human
253389,markan,Human
1221423,heiskr,Human
829678,alexbatashev,Human
89768198,shichun-0415,Human
25525836,boomski,Human
35312807,Xyncgas,Human
280241,jcubic,Human
19927330,MaikoTan,Human
84113973,congqixia,Human
45988031,KrishnaG-MSFT,Human
38425925,davejones74,Human
873049,eugene-manuilov,Human
9312929,adrianduffell,Human
65005307,gurrapualt,Human
5719570,cshupp1,Human
221530,aspacca,Human
5833655,RikkiGibson,Human
13009252,tpantelis,Human
65762745,jiwaszki,Human
220033,jonobr1,Human
33666587,molly-moen,Human
26967164,SamusElderg,Human
3210701,csweichel,Human
88306433,ashit-rath,Human
1894054,octol,Human
12688112,ajayyy,Human
35221038,tcharp38,Human
88150098,phwa-odoo,Human
149406,ernscht,Human
72067840,ValGrimm-U3D,Human
784517,galenwarren,Human
67085494,ollierozdarz,Human
9511227,tubone24,Human
61330599,dedavis6797,Human
9698924,hdorgeval,Human
3686502,piotr-yuxuan,Human
51781464,JayaChatterjee-MSFT,Human
12021217,adamjstewart,Human
56890893,firefoxci-taskcluster[bot],Bot
13972467,hugoabernier,Human
38398653,reivilibre,Human
145258,vchuravy,Human
12459061,oxisto,Human
45088781,Crackersssss,Human
8966342,jasonjoh,Human
91669950,Barakmor1,Human
1246157,gramidt,Human
7529386,kitbellew,Human
485079,zvving,Human
3890250,whatyouhide,Human
20399011,prestonBot,Bot
1043127,cornerman,Human
61097373,yujo11,Human
33377,rojkov,Human
58821586,urseberry,Human
594614,driesvints,Human
8710772,lpatino10,Human
749572,hengfengli,Human
6589339,kbarnhart,Human
977664,joomdonation,Human
146967,jaredpar,Human
17037335,whoaitsaimz,Human
28501710,NingLin-P,Human
43035978,corymhall,Human
34888354,mysterywolf,Human
67424416,pedromassangocode,Human
63425797,gerard-ziemski,Human
61293007,jpad-freedomfi,Human
31839712,DamithaSenevirathne,Human
971886,jessie-ross,Human
2223172,KoBeWi,Human
587583,tlei123,Human
26977075,Josh65-2201,Human
39066650,rosstimothy,Human
2215778,beauby,Human
32869456,rvsia,Human
49867570,alexandra-simeonova,Human
17583395,txs1992,Human
45705484,bloodprashure,Human
41989919,xpivarc,Human
7657635,astirpe,Human
7513948,mkysel,Human
46207236,xiaocai2333,Human
59551315,yingmingx,Human
76999977,kquinn1204,Human
59758589,franktranvantu,Human
25933907,LouisOuellet,Human
15256338,vhorne,Human
37561740,wperron,Human
1858154,starcraft66,Human
36292514,luty2018,Human
336308,eileenmcnaughton,Human
138296,gavofyork,Human
190447,jakzal,Human
12054330,krypton36,Human
28823622,Flowingsun007,Human
52300039,zekun000,Human
1760218,mjsteinbaugh,Human
5354163,JimLynchCodes,Human
46958063,RohitMungi-MSFT,Human
42981026,KristinAoki,Human
9403740,Harmon758,Human
47508893,nekochan0122,Human
7527103,zmb3,Human
24696487,ZachiNachshon,Human
60922742,robin-demoor,Human
16610213,DionneNoellaBarretto,Human
35783570,edoardottt,Human
7882645,DanRunfola,Human
33904789,SapMachine,Bot
6775756,nitzmahone,Human
2885412,codehearts,Human
16307070,iosmanthus,Human
36695443,evgenytalanin-intel,Human
2221636,matt-riley,Human
72033612,SF-CLI-BOT,Bot
30273922,adobe-bot,Bot
6625526,zero9178,Human
35951936,hrrrrustic,Human
1588319,linsun,Human
64584757,Serxule,Human
16745411,vkatsuba,Human
2392697,Zemurin,Human
1248668,mknyszek,Human
56171689,ritikchauhan-01,Human
47886428,albinagu,Human
75154223,Achu2234,Human
10380170,ggwpez,Human
45821,rullzer,Human
562238,hugohaggmark,Human
6313468,elkebab,Human
1287077,yansern,Human
39249053,habxtech,Bot
18750745,MichaelCurrin,Human
11856139,Lenka42,Human
3933920,elsaco,Human
8096000,tellthemachines,Human
2461932,SkySkimmer,Human
705951,ryantxu,Human
2133361,jmloyola,Human
364896,jogibear9988,Human
75691118,msft-fluent-ui-bot,Bot
1522652,michalpristas,Human
26634292,bors[bot],Bot
7827094,feltech,Human
44747719,ClSlaid,Human
30305945,joyceerhl,Human
61719178,redguy999,Human
412311,hkalodner,Human
841045,tvdijen,Human
14062932,simonsan,Human
16605440,qili93,Human
7831163,moxian,Human
5638177,dhrishi,Human
136472,JorritSalverda,Human
913445,jsquire,Human
35663410,Rangi42,Human
13724188,jatinchowdhury18,Human
5856203,artemcm,Human
16688936,georgen117,Human
2998162,SiobhyB,Human
1955931,lancedikson,Human
8450096,stjanilofts,Human
4345663,tomkerkhove,Human
2211145,ogizanagi,Human
28788585,apigirl,Human
84853370,rupa455wavelabs,Human
6949191,hanhanW,Human
46058173,jvishnuvardhan,Human
10605724,LTiger14,Human
8523351,bbilas,Human
765746,oliverklee,Human
23311265,mzulqarnain1,Human
8417158,slaskawi,Human
3385748,neil-buckley,Human
3090386,timtroendle,Human
2423533,masterleinad,Human
22396000,h7y,Human
10829171,strongduanmu,Human
9817127,sunby,Human
1997478,deepthidevaki,Human
1386893,stablebits,Human
39828164,sampoder,Human
43474485,mikeharv,Human
26194949,andreievg,Human
69758022,tuanducdesign,Human
9153800,klaaz0r,Human
3277373,hydrapolic,Human
7658937,ZwX1616,Human
76460132,ayush-sleeping,Human
76024046,urfreespace,Human
539374,Aokromes,Human
62331841,gamli75,Human
16010855,sfoslund,Human
3493255,legrego,Human
6819378,lornasong,Human
84457236,cheyura,Human
865380,randradas,Human
6992602,kyungjoo-kim,Human
132757,ndeloof,Human
5296341,vvellanki,Human
7137178,Niputi,Human
150562,mcsf,Human
1329674,nadeeshaan,Human
63777,caniszczyk,Human
497406,seb86,Human
195939,rklomp,Human
21253569,gengliqi,Human
9638156,usernamehw,Human
261787,yoichiro,Human
22960744,mf2k,Human
15656860,estrada9166,Human
661450,arvidn,Human
2062227,stencila-ci,Bot
59933602,elizabeth-legros,Human
37270891,Watermelon914,Human
62386423,vijayrajagopalan-hmcts,Human
16941058,epatrizio,Human
454682,phlax,Human
3582805,mejo-,Human
7892219,annafil,Human
61461050,HarshKhilawala,Human
54589,rok,Human
19227148,valarauca,Human
9700541,dongjoon-hyun,Human
3637659,sloede,Human
1299064,alculquicondor,Human
10506309,dperaza4dustbit,Human
3970376,bthaile,Human
460937,skinny85,Human
4387571,aj-fuentes,Human
50317271,AntoineRelief,Human
4060976,janryWang,Human
760601,usc-m,Human
30323187,christopherbate,Human
61843437,enricemcorro,Bot
41726511,filanov,Human
1526295,sldblog,Human
48835916,raghuramank100,Human
128436,longfin,Human
11728682,nahk-ivanov,Human
4335742,tgxworld,Human
66599363,soumikbaithalu,Human
10456961,MackinnonBuck,Human
13507905,AnthonyBloomer,Human
465550,ewels,Human
65729813,abuckley3385,Human
41957682,pradhap87,Human
71646577,0xtimosarkar,Human
19161242,kaxcode,Human
5804733,trevorbaca,Human
1123119,MichaelArestad,Human
241299,0xfe,Human
8689453,annatisch,Human
6510020,AlexWayfer,Human
3526662,vicroms,Human
56525716,yupwei68,Human
26661434,janeeisenstein,Human
54775378,jjazzboss,Human
1255285,snomos,Human
6804901,mvdbeek,Human
522079,benhaynes,Human
71450783,hco-bot,Bot
4214172,subdavis,Human
2660809,inokappa,Human
26656284,ieahleen,Human
675055,TheNeuralBit,Human
18508068,whedon,Bot
60622,timj,Human
6028184,Nekotekina,Human
15366319,katiedavis,Human
68359871,nicolas377,Human
75859426,bcastoe,Human
12752334,marcelotduarte,Human
3271586,monstrobishi,Human
3036176,Chaosus,Human
79226657,Los-had,Human
86262790,SebVortex,Human
11903873,spencergilbert,Human
76792875,mleclerc00,Human
13517181,Usik2203,Human
51414879,madrix01,Human
1005544,elharo,Human
128240,georgeh,Human
29777558,totalo,Human
20760160,iCrawl,Human
38399942,WanjaMIKE,Human
2197936,zrrrzzt,Human
3325189,sundy-li,Human
1524988,g4s8,Human
9029026,Matt-Yorkley,Human
39961845,jennyfothergill,Human
16623003,bbarthec,Human
4741620,starpit,Human
22460039,majastrz,Human
17905991,chickenn00dle,Human
28332708,KavinduZoysa,Human
12789369,paul1956,Human
860951,jonmak08,Human
1371996,puneetlath,Human
16760685,goaaats,Human
36619112,JamesTran-MSFT,Human
85580424,ERRonat0609,Human
17087373,pawlean,Human
39303645,Shixiaowei02,Human
1383811,mattdesl,Human
13919034,sfwn,Human
1144306,agibsonccc,Human
594824,boubaker,Human
33642766,gchaps,Human
18536328,Sergey-Lyapin,Human
6385855,danmoseley,Human
13189449,Neudrino,Human
1110944,dzearing,Human
46026722,SamMonoRT,Human
23315741,manuel-cid,Human
23717796,depfu[bot],Bot
9677966,bukhsh,Human
28323,peti,Human
66491,rogpeppe,Human
32242596,pranshuchittora,Human
8932410,epsilon-0,Human
5762953,maziyarpanahi,Human
43777106,jackheslop96,Human
12257278,riot-ci,Bot
10637299,byteshiva,Human
3787464,andrewazores,Human
48570599,victoraugusto6,Human
3747241,ilyasfoo,Human
12970166,cvalarida,Human
20868078,MartinSchoeler,Human
4705626,LouisBarranqueiro,Human
7846227,winoros,Human
8876084,joseabelenda,Human
53136577,thevasudevgupta,Human
6310047,Sgitario,Human
47005843,KellieHawks,Human
2952947,dianakhuang,Human
943991,ilmirus,Human
9340958,nielsandriesse,Human
7454015,glemaitre,Human
1362617,mordante,Human
1629419,marmeladema,Human
190986,drazisil,Human
343840,fdncred,Human
43795363,eliserichards,Human
29789135,MrChengmo,Human
76972809,sandy-carter-unity,Human
3182036,cloud-fan,Human
85151590,SrijitBose-MSFT,Human
57645186,precondition,Human
49131189,BenjaminEmiliani,Human
5037600,tobiasdiez,Human
10626596,jasikpark,Human
12371125,Dylan-DPC-zz,Human
11385691,alserz1,Human
1577185,kalessil,Human
7518899,craigwheeler,Human
3397744,sjkp,Human
38820196,TorchedSammy,Human
79862886,oaratovskyi,Human
704877,logicalhan,Human
103778,marehr,Human
29139614,renovate[bot],Bot
48076916,chenhu-wang,Human
2482071,jcohenadad,Human
26543813,DepickereSven,Human
243874,akulakov,Human
53458891,Bennu-Li,Human
16884721,mmahadevan108,Human
45488748,atuchin-m,Human
9085189,boyum,Human
6365340,brianhie,Human
42526976,RaisinTen,Human
1021506,fulmicoton,Human
32156617,bors-homu,Bot
1605754,christianboyle,Human
734200,gkjohnson,Human
92328789,vitaliidm,Human
36613477,kendallstrautman,Human
70828596,Isaiah-Hamilton,Human
5864173,paolodamico,Human
68675965,kanchm,Human
86268316,KatieShipley,Human
491111,thomasmey,Human
33333155,sashaNeshcheret,Human
13190808,gizeasy,Human
690238,gaborbernat,Human
38832,bebarino,Human
40815708,hyoshioka0128,Human
23175084,ear7h,Human
25664409,afreen23,Human
35816711,grtcdr,Human
45267439,jupyterjazz,Human
24258017,lukaschod,Human
76887567,c420-o,Human
44733677,ThatOneCalculator,Human
61966189,pagopa-github-bot,Bot
12022471,hetunandu,Human
40390867,cameled,Human
9302666,spoo-bar,Human
7422273,mattcaswell,Human
79680111,zulkifli-halim,Human
8939758,andy-maier,Human
5163645,leonardBang,Human
282402,tombruijn,Human
459648,samsonasik,Human
2016594,zhaoyongjie,Human
9113740,leerob,Human
3315873,olendvcook,Human
7915735,Joonpark13,Human
72431,canonic-epicure,Human
4946037,jimsch,Human
1302219,codido,Human
4968348,stripwax,Human
9652305,LShun,Human
32481905,servo-wpt-sync,Bot
1033099,ShelbyZ,Human
1913143,yodalee,Human
9449405,UnamedRus,Human
15225823,Masterz69,Human
4800338,huozhi,Human
9404831,linzebing,Human
287848,svick,Human
20977204,NotRanged,Human
55005783,NullDagaf,Human
1644816,yamamoto-febc,Human
65091038,archlinux-github,Bot
22287000,kamoltat,Human
45560557,jpp-odoo,Human
13854942,Tokyonth,Human
21250019,babel-bot,Bot
15788420,pmavridis,Human
6913354,StephenWeatherford,Human
11637956,ericsoderberghp,Human
40746974,diegomais,Human
25500633,guo-ran,Human
319465,puzrin,Human
135839,teburd,Human
316880,jszwedko,Human
5810477,AmandaRiu,Human
87330832,28,Human
1385470,xfalcox,Human
26004054,ammarfaizi2,Human
216319,jeroen,Human
25279174,FeixLiu,Human
774791,DavidKarlas,Human
35494118,sahil839,Human
19376037,rmweir,Human
3063662,andrew-boyarshin,Human
30902201,legendofmiracles,Human
44761321,xiaoxian521,Human
32027713,dashenyucainiao,Human
37123902,atlantisbot,Bot
1959182,JovaniPink,Human
11213273,antixar,Human
72079339,meng-xu-cs,Human
13469016,MingMingShangTian,Human
62569058,jakpiase,Human
89374972,rashmi-rai,Human
9131638,davidrohr,Human
7673602,jonringer,Human
39838619,eliteSchwein,Human
3466879,chrishenzie,Human
2406457,Pantani,Human
52646125,sjpbailey,Human
7383192,adekbadek,Human
7270217,anara123,Human
19228318,CanadaHonk,Human
24860335,xwang233,Human
1121837,binhex,Human
7115141,neilkakkar,Human
66321197,nr-opensource-bot,Bot
510598,ocallesp,Human
49258,spiffxp,Human
280509,ianmcook,Human
61934744,phofl,Human
198586,djs55,Human
46533567,dbkosky,Human
19239949,graviteeio,Bot
3511344,dalisoft,Human
9498646,wpank,Human
2677334,janicduplessis,Human
35176601,AgnesToulet,Human
2920003,shamsher31,Human
2364772,rami-a,Human
773529,ammaraskar,Human
47117332,cypress-bot[bot],Bot
35669742,NukeManDan,Human
27533405,Nic-Ma,Human
18014833,MatthijsBurgh,Human
84412881,taoism4504,Human
9088056,Rick-Kirkham,Human
59917825,karanbirsingh-qasource,Human
7661092,kannes,Human
399535,nh2,Human
83470,nolim1t,Human
1647645,glaubitz,Human
8968914,acpana,Human
1931516,jiangliu,Human
1556219,sconde,Human
10779077,Popotojs,Human
5491151,dlockhart,Human
5599133,DavidSchinazi,Human
97634,c00kiemon5ter,Human
3784017,0x7CFE,Human
1192057,leofeyer,Human
48358669,buttaface,Human
