,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
500,xirc,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
501,watson,Human,0.928,100,64,9,3,1.0,2.619,0.049,9.252,0.908,21.333,1.0,0.635,30.5,3.333,1.0,4.041,0.467,16.0,18.239,26.5,40.522,35.065,47.632,75.587,0.97,1.292,0.855,0.37,0.808,2.395,0.06,6.132,0.858,0.841,7.111,2.0,11.826,0.608,2.0
502,noroadsleft,Human,0.786,100,88,8,2,0.4,20.882,2.451,51.017,0.814,17.6,12.0,0.45,21.0,3.0,3.0,0.707,0.107,3.385,5.3,2.0,25.196,0.009,76.954,5.526,46.467,5.884,84.69,0.753,49.044,29.634,2.088,65.414,0.816,10.127,11.0,8.5,9.739,0.426,7.0
503,ronaldtse,Human,0.924,100,89,14,6,0.3,1.069,0.068,2.622,0.827,4.45,4.0,0.422,6.0,2.95,3.0,2.164,0.384,2.07,1.261,1.5,0.228,0.004,0.65,0.145,2.005,0.427,3.526,0.728,2.438,1.188,0.072,2.941,0.833,0.61,6.357,4.5,5.943,0.394,2.0
504,UltraNix,Bot,0.641,63,43,3,1,0.5,15.416,0.057,39.026,0.868,21.5,21.5,0.477,20.5,2.0,2.0,1.414,0.25,14.333,12.22,12.0,215.811,100.394,291.21,273.519,0.017,0.017,0.02,0.417,0.014,21.804,0.143,38.728,0.772,35.745,14.333,18.0,10.97,0.326,10.5
505,dasormeter,Human,0.919,97,79,11,2,0.222,24.932,0.015,96.163,0.923,8.778,7.0,0.484,7.0,3.556,3.0,2.007,0.292,4.389,5.403,3.5,4.907,0.002,12.531,2.305,109.198,18.917,186.475,0.731,76.355,19.869,0.009,78.418,0.921,3.175,7.182,4.0,6.194,0.453,9.5
506,cwarnermm,Human,0.94,100,87,11,7,0.778,0.65,0.033,2.549,0.897,9.667,1.0,0.779,1.0,2.111,1.0,3.333,0.468,4.35,7.618,0.5,2.551,0.0,7.099,0.009,0.255,0.021,0.793,0.837,0.129,0.91,0.048,3.022,0.878,0.241,7.909,7.0,5.243,0.339,5.5
507,repo-helper[bot],Bot,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
508,Flangvik,Human,0.863,100,100,8,8,0.667,14.197,0.001,45.307,0.912,8.333,1.0,0.738,2.5,1.333,1.0,1.155,0.229,4.348,5.678,3.5,1.181,0.0,3.767,0.069,62.65,22.259,80.055,0.637,89.41,52.733,10.428,80.553,0.695,71.124,12.5,2.5,28.536,0.758,3.25
509,machacekondra,Human,0.926,100,84,8,3,0.6,2.849,0.151,9.09,0.876,16.8,11.0,0.433,27.0,3.0,2.0,2.345,0.347,1.68,1.22,1.0,0.953,0.0,4.187,0.027,3.854,0.225,11.231,0.862,1.365,3.773,0.225,10.468,0.855,1.375,10.5,9.0,11.439,0.479,7.0
510,afeiship,Human,0.764,100,89,6,9,0.474,4.247,0.035,18.553,0.881,4.684,3.0,0.507,5.0,1.579,1.0,0.769,0.221,4.045,4.337,4.0,2.9,0.011,8.871,0.339,14.761,5.993,36.017,0.712,8.326,5.921,0.053,24.616,0.871,2.94,14.833,7.0,22.391,0.594,6.75
511,KarmaGYZ,Unknown,-,2,2,1,1,1.0,1530.441,1530.441,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1530.441,1530.441,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
512,fkleuver,Human,0.529,48,46,7,1,1.0,37.9,0.558,123.116,0.906,46.0,46.0,0.0,0.0,7.0,7.0,0.0,0.0,46.0,0.0,0.0,1705.516,1705.516,0.0,0.0,,,0.0,0.0,,68.146,0.475,171.738,0.858,21.573,6.571,2.0,11.731,0.652,3.0
513,dphang,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
514,bblommers,Human,0.947,100,72,10,3,1.0,2.093,0.036,6.769,0.901,24.0,12.0,0.519,28.0,4.0,3.0,3.606,0.389,3.273,2.881,4.0,1.854,0.039,4.243,0.864,5.135,0.141,11.33,0.826,0.72,2.149,0.031,6.929,0.896,0.29,7.2,5.0,5.922,0.347,3.5
515,sorrycc,Human,0.919,100,81,13,2,0.5,9.285,0.048,31.521,0.906,20.25,8.5,0.614,25.25,6.0,5.5,5.354,0.417,6.75,6.943,8.25,38.216,0.091,71.381,33.741,25.836,6.362,44.44,0.727,20.681,11.373,0.076,34.679,0.887,3.215,6.231,4.0,4.919,0.374,5.0
516,Sean-Der,Human,0.906,100,85,12,2,0.333,1.714,0.021,7.507,0.934,14.167,4.5,0.641,10.5,4.833,3.5,4.491,0.454,6.071,10.462,3.0,1.64,0.161,3.812,1.199,9.31,0.158,17.473,0.728,17.442,1.967,0.02,8.581,0.938,0.083,7.083,6.0,5.368,0.403,8.5
517,kksteini,Human,0.286,270,222,8,1,1.0,9.791,0.207,29.297,0.878,222.0,222.0,0.0,0.0,8.0,8.0,0.0,0.0,222.0,0.0,0.0,2163.762,2163.762,0.0,0.0,,,0.0,0.0,,9.8,0.262,27.852,0.869,2.213,27.75,24.5,25.167,0.474,44.25
518,AndreaCensi,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
519,yarnbot,Bot,0.014,50,50,6,1,1.0,39.531,13.031,68.544,0.644,50.0,50.0,0.0,0.0,6.0,6.0,0.0,0.0,50.0,0.0,0.0,1937.015,1937.015,0.0,0.0,,,0.0,0.0,,38.526,10.993,73.969,0.693,49.374,8.333,8.5,5.203,0.32,5.25
520,MichaelDimmitt,Human,0.95,98,93,13,14,0.667,9.954,0.063,25.997,0.867,4.429,2.0,0.612,2.0,2.095,2.0,1.338,0.316,3.0,5.073,1.0,3.669,0.0,14.654,0.071,26.733,6.945,39.329,0.681,40.375,14.58,0.193,31.529,0.814,16.242,7.154,3.0,10.431,0.572,5.0
521,dgrammatiko,Human,0.884,100,69,12,3,0.231,3.418,0.192,6.635,0.782,5.308,3.0,0.548,6.0,2.077,2.0,1.32,0.319,1.971,1.403,1.0,1.096,0.001,4.056,0.044,5.708,2.62,8.027,0.657,9.555,4.614,0.569,7.623,0.724,6.721,5.75,2.5,8.357,0.605,3.75
522,heath-hamilton,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
523,Dr15Jones,Human,0.943,100,94,10,3,0.75,2.332,0.022,7.11,0.894,23.5,16.5,0.548,36.5,3.0,2.0,2.828,0.417,2.686,2.166,2.5,3.17,0.011,8.984,0.562,3.117,0.128,9.258,0.88,0.763,2.257,0.04,6.216,0.876,0.606,9.4,8.5,10.091,0.466,7.0
524,danxuliu,Human,0.916,100,85,10,2,0.25,14.1,0.096,43.245,0.9,10.625,6.5,0.587,11.0,4.125,4.0,3.091,0.39,3.4,4.646,3.0,23.537,0.007,113.409,0.251,24.832,3.127,45.319,0.757,21.432,15.235,0.133,44.577,0.886,3.79,8.5,5.5,5.911,0.349,7.25
525,staticdev,Human,0.959,28,23,9,6,0.75,73.5,0.309,190.538,0.858,2.875,1.0,0.473,2.75,1.5,1.0,1.069,0.271,1.917,1.311,2.0,9.007,0.0,30.493,0.01,137.175,22.267,257.502,0.755,65.998,102.863,1.682,234.878,0.828,25.16,2.556,1.0,2.455,0.435,2.0
526,thofma,Human,0.945,100,87,12,4,0.667,0.832,0.095,2.012,0.811,14.5,9.0,0.515,14.75,3.667,3.0,2.805,0.379,2.351,2.071,2.0,0.58,0.0,1.582,0.204,1.391,0.203,2.711,0.758,1.43,0.748,0.069,2.203,0.848,0.256,7.25,3.5,10.428,0.576,3.75
527,KillerCodeMonkey,Human,0.953,100,88,14,9,0.75,9.408,0.289,23.064,0.851,7.333,5.5,0.473,5.75,2.5,2.0,1.567,0.322,2.095,1.722,1.0,3.527,0.0,14.912,0.061,16.351,1.932,30.244,0.775,18.869,11.063,0.479,24.576,0.826,6.273,6.286,3.5,7.087,0.528,4.0
528,ofpiyush,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
529,Ryuno-Ki,Human,0.947,100,92,13,8,0.615,0.763,0.033,2.744,0.895,7.077,3.0,0.602,10.0,2.846,2.0,2.609,0.42,2.706,2.355,2.0,0.748,0.018,2.957,0.067,1.335,0.094,3.444,0.835,0.553,0.818,0.026,2.886,0.893,0.194,7.077,7.0,5.866,0.428,9.0
530,dtslvr,Human,0.946,100,85,12,6,1.0,1.002,0.032,2.734,0.874,14.167,2.0,0.712,9.5,2.667,1.0,3.204,0.479,2.833,3.239,1.75,1.55,0.001,3.576,0.165,1.299,0.132,2.828,0.801,0.902,1.625,0.074,3.376,0.812,0.867,7.083,3.5,8.447,0.489,4.25
531,jzaefferer,Human,0.956,29,28,10,8,0.889,61.171,0.485,110.082,0.76,3.111,3.0,0.349,4.0,1.889,1.0,1.167,0.301,1.647,1.115,1.0,12.729,0.0,35.889,0.015,89.701,24.427,132.664,0.686,143.381,68.574,20.126,117.994,0.741,82.99,2.8,1.5,2.486,0.429,2.75
532,talyz,Human,0.929,51,41,9,3,0.6,25.427,0.278,78.934,0.869,8.2,2.0,0.673,1.0,2.8,2.0,2.95,0.429,5.125,6.707,3.0,66.038,0.4,119.504,72.606,69.823,22.862,143.333,0.724,20.429,26.848,0.233,81.931,0.87,10.126,4.556,5.0,2.068,0.238,3.0
533,roo2,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
534,dustymabe,Human,0.913,100,80,11,4,0.333,2.806,0.289,8.177,0.818,6.667,3.5,0.531,8.0,2.5,2.5,1.382,0.294,1.702,1.159,1.0,0.47,0.0,1.277,0.048,4.339,0.722,10.442,0.776,2.415,3.5,0.482,9.421,0.807,1.826,7.273,4.0,5.729,0.416,10.0
535,MarkDaoust,Human,0.954,100,89,15,5,0.714,2.146,0.03,8.075,0.913,12.714,2.0,0.684,6.5,4.0,2.0,4.163,0.439,3.423,6.987,2.0,4.376,0.002,14.163,0.414,3.003,0.373,6.601,0.808,1.054,3.653,0.248,10.678,0.865,0.899,5.933,2.0,8.908,0.607,5.5
536,mrizzi,Human,0.884,100,82,10,3,0.5,3.165,0.053,8.992,0.863,13.667,12.0,0.362,12.0,3.0,3.0,1.414,0.241,1.907,0.971,1.0,3.63,0.032,11.023,1.127,2.388,0.042,5.805,0.85,1.06,2.479,0.046,8.686,0.887,1.031,8.2,6.5,8.47,0.502,10.75
537,fabiand,Human,0.939,100,81,9,4,0.571,7.814,0.172,18.188,0.846,11.571,11.0,0.494,12.0,2.571,2.0,1.718,0.317,2.613,2.825,1.5,8.176,0.017,31.692,1.162,12.39,2.043,22.814,0.762,17.712,12.332,1.111,22.43,0.773,14.394,9.0,4.0,9.233,0.497,12.0
538,jwasham,Human,0.125,45,38,5,1,0.5,33.2,0.004,64.824,0.733,19.0,19.0,0.474,18.0,3.0,3.0,2.828,0.333,12.667,19.348,17.0,395.177,215.244,509.555,485.144,21.436,21.436,2.688,0.044,1.9,47.671,19.535,74.816,0.705,56.523,7.6,2.0,10.431,0.547,4.0
539,jackysp,Human,0.948,78,71,10,26,0.839,30.477,1.502,72.078,0.82,2.29,1.0,0.509,0.0,1.323,1.0,0.979,0.219,1.42,1.162,0.0,2.34,0.0,13.228,0.0,41.151,6.121,83.143,0.772,37.023,21.917,1.509,44.624,0.775,23.831,7.1,4.0,7.795,0.5,3.5
540,bryanl,Unknown,-,2,2,2,2,1.0,0.164,0.164,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.164,0.0,0.0,0.0,0.164,0.164,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
541,BarnaBartha,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
542,eyalbe4,Human,0.949,100,84,11,4,0.235,3.848,0.076,12.966,0.898,4.941,2.0,0.493,6.0,2.647,2.0,1.693,0.332,2.049,1.774,1.0,0.462,0.0,2.047,0.082,7.512,0.275,17.992,0.831,4.998,4.465,0.071,14.13,0.892,0.499,7.636,6.0,6.961,0.459,9.0
543,pandaamanda,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
544,FlorianGilbert,Human,0.711,188,154,7,2,0.667,13.757,0.183,44.532,0.872,51.333,17.0,0.576,66.5,3.0,2.0,1.732,0.222,5.704,8.961,4.5,52.898,1.873,115.927,35.384,26.023,15.311,38.974,0.657,25.754,22.539,0.44,59.876,0.834,19.25,22.0,16.0,26.23,0.573,29.0
545,sidferreira,Human,0.852,45,45,8,19,0.864,48.66,0.002,207.502,0.946,2.045,1.0,0.439,0.75,1.182,1.0,0.501,0.136,1.667,1.754,0.0,1.745,0.0,9.064,0.0,80.535,0.003,267.225,0.916,0.058,261.732,48.647,448.145,0.727,298.216,5.625,1.0,11.148,0.686,1.75
546,DavidBoike,Human,0.95,100,81,12,4,0.571,0.99,0.024,3.803,0.919,11.571,4.0,0.568,7.0,4.286,3.0,2.69,0.305,4.5,7.106,1.75,1.523,0.015,5.352,0.115,3.047,0.116,6.644,0.807,1.739,1.131,0.014,4.167,0.92,0.114,6.75,4.0,5.739,0.445,9.0
547,sumerjabri,Human,0.863,200,147,8,3,0.25,1.68,0.018,4.698,0.874,12.25,2.0,0.718,7.75,2.5,2.0,1.834,0.35,3.0,3.428,2.0,0.936,0.002,3.572,0.01,4.154,0.942,6.967,0.721,4.681,1.797,0.018,4.95,0.875,0.654,18.375,6.0,23.421,0.584,23.75
548,EgorDuplensky,Human,0.954,100,77,10,3,0.6,8.197,0.276,21.847,0.856,15.4,1.0,0.634,22.0,2.8,1.0,3.033,0.457,2.962,3.693,1.0,9.699,0.019,20.794,5.186,14.832,0.908,32.537,0.808,10.511,13.159,0.753,28.132,0.801,10.093,7.7,4.0,9.821,0.542,2.75
549,michalvasko,Human,0.831,100,96,7,3,0.6,6.09,0.653,13.473,0.805,19.2,23.0,0.342,16.0,3.8,4.0,1.789,0.211,1.714,1.057,1.0,3.421,0.0,11.642,0.244,7.035,1.239,13.619,0.754,5.999,6.638,0.322,16.684,0.842,2.924,13.714,6.0,18.034,0.548,10.0
550,barakman,Human,0.947,100,95,8,4,0.667,15.173,0.648,45.198,0.852,15.833,7.5,0.63,8.5,3.0,2.0,2.53,0.407,4.75,7.1,5.0,44.613,0.361,154.656,2.461,28.103,3.463,56.801,0.777,18.541,25.848,0.443,65.253,0.85,15.238,11.875,5.0,21.649,0.659,6.25
551,connorhaugh,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
552,hydazz,Human,0.833,100,82,7,3,0.6,3.609,0.168,8.971,0.845,16.4,3.0,0.673,12.0,2.2,2.0,1.304,0.291,4.316,5.396,3.0,9.209,0.0,22.053,2.248,6.521,0.37,11.765,0.772,5.758,6.293,0.46,11.891,0.779,5.472,11.714,4.0,18.759,0.666,10.5
553,MissPenguin,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
554,barriebyron,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
555,dmlb2000,Human,0.486,15,12,6,3,1.0,0.277,0.05,0.595,0.768,4.0,4.0,0.222,2.0,2.333,3.0,1.155,0.19,1.333,0.707,0.0,0.229,0.0,0.672,0.0,0.123,0.075,0.16,0.6,0.124,0.057,0.028,0.08,0.627,0.055,2.0,1.5,1.265,0.306,1.75
556,suleymanakbas91,Human,0.835,100,89,8,2,0.25,4.069,0.095,14.187,0.906,11.125,5.5,0.558,8.0,3.0,2.5,1.69,0.281,2.07,2.558,1.0,2.481,0.0,13.128,0.219,5.984,0.061,16.796,0.871,1.059,5.689,0.059,16.953,0.889,1.003,11.125,7.5,10.575,0.465,11.25
557,L3n41c,Human,0.881,100,94,8,4,0.5,2.224,0.328,5.924,0.804,11.75,4.5,0.601,17.75,1.875,1.0,1.356,0.325,2.938,4.127,2.0,2.318,0.032,4.685,1.508,4.28,1.153,9.23,0.748,3.272,3.099,0.43,8.455,0.818,1.964,11.75,5.0,18.437,0.652,9.5
558,invidian,Human,0.87,21,19,6,3,0.273,30.821,0.075,126.515,0.935,1.727,1.0,0.354,0.0,1.273,1.0,0.647,0.182,1.188,0.403,0.0,0.081,0.0,0.181,0.0,36.899,0.059,138.559,0.924,0.361,54.003,0.37,169.913,0.886,0.553,3.167,2.0,3.371,0.395,0.0
559,jackw,Human,0.856,100,86,11,3,0.5,0.536,0.041,1.595,0.855,14.333,11.5,0.527,15.5,4.0,4.0,2.683,0.333,3.739,4.33,2.5,0.463,0.011,0.885,0.271,1.587,0.228,2.863,0.753,0.728,0.321,0.039,1.077,0.844,0.168,7.818,5.0,9.411,0.543,8.5
560,anxolin,Bot,0.805,200,193,5,1,0.5,6.054,1.094,9.331,0.705,96.5,96.5,0.49,94.5,2.5,2.5,0.707,0.1,96.5,133.643,94.5,576.695,576.695,815.555,576.685,9.049,9.049,0.0,0.0,0.0,1.896,0.063,4.194,0.837,0.417,38.6,7.0,77.426,0.742,6.0
561,flycash,Human,0.906,100,70,8,5,0.625,6.543,0.043,14.546,0.84,8.75,6.0,0.446,6.25,2.375,2.5,1.302,0.283,2.5,2.028,2.25,7.664,0.002,25.309,0.29,8.773,1.711,13.438,0.72,15.676,6.55,0.043,12.557,0.802,3.476,8.75,6.0,9.27,0.521,10.0
562,release-tool-publish-reporter[bot],,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
563,tvatter,Human,0.954,100,79,10,5,0.625,10.476,0.239,31.939,0.893,9.875,4.0,0.6,11.25,3.0,2.5,2.33,0.385,3.038,3.789,1.75,7.832,0.0,31.757,0.224,24.54,1.652,46.581,0.789,12.565,13.622,0.229,36.516,0.878,2.964,7.9,7.0,8.185,0.462,5.0
564,phaazon,Organization,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
565,RemyDegenne,Human,0.826,100,90,8,2,0.5,2.317,0.114,5.08,0.825,22.5,22.0,0.233,11.0,3.75,3.5,2.5,0.317,3.103,2.623,3.0,3.223,0.161,7.118,1.472,4.028,0.353,6.298,0.723,7.686,2.356,0.094,4.878,0.813,1.106,11.25,6.5,15.8,0.575,9.25
566,ashleygould,Human,0.411,34,34,4,2,0.25,61.277,4.416,113.51,0.757,4.25,3.5,0.426,2.75,1.25,1.0,0.707,0.175,2.833,2.791,2.25,52.317,0.463,115.558,25.171,126.758,81.791,152.454,0.585,171.191,79.541,22.322,111.397,0.571,124.65,8.5,2.5,13.077,0.618,9.0
567,larsks,Human,0.89,100,95,11,7,0.5,2.347,0.231,5.924,0.838,6.786,2.5,0.592,7.75,1.929,2.0,0.917,0.246,2.021,3.698,0.0,0.79,0.0,4.024,0.0,3.989,0.66,7.741,0.773,2.876,2.619,0.507,5.244,0.78,1.616,8.636,4.0,15.416,0.635,3.5
568,kainino0x,Human,0.949,100,82,11,6,0.667,2.405,0.039,8.956,0.905,9.111,6.0,0.493,8.0,3.444,4.0,2.128,0.323,2.158,1.882,1.75,0.695,0.0,3.646,0.029,4.553,0.194,12.674,0.858,2.162,2.311,0.051,9.711,0.909,0.545,7.455,5.0,6.105,0.368,5.0
569,adityamaru,Human,0.95,200,178,13,15,0.417,10.428,0.053,29.782,0.893,4.944,2.5,0.543,5.0,2.417,2.0,1.574,0.346,3.87,5.018,3.0,3.816,0.015,19.189,0.163,37.116,20.735,48.234,0.643,53.46,11.727,0.034,30.909,0.878,0.731,13.692,9.0,17.428,0.582,15.0
570,jonathan-buttner,Human,0.855,59,50,9,2,1.0,3.125,0.115,10.208,0.879,25.0,25.0,0.14,7.0,4.5,4.5,2.121,0.167,1.852,1.748,1.0,2.828,0.0,12.589,0.068,2.952,0.402,6.094,0.791,1.571,4.639,0.179,12.423,0.843,1.793,5.556,4.0,4.64,0.409,4.0
571,mtpultz,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
572,nghialv,Human,0.852,19,19,3,17,1.0,109.303,92.8,128.134,0.496,1.118,1.0,0.093,0.0,1.059,1.0,0.243,0.052,1.118,0.332,0.0,0.006,0.0,0.025,0.0,122.96,99.246,129.68,0.464,72.099,62.448,0.466,107.76,0.498,93.439,6.333,1.0,9.238,0.561,8.0
573,toddtreece,Human,0.859,200,172,9,2,0.667,3.204,0.108,13.624,0.905,57.333,62.0,0.411,53.0,5.333,6.0,3.055,0.25,8.6,12.63,6.5,21.843,0.055,78.509,3.963,5.845,1.277,16.201,0.797,3.882,4.356,0.138,16.384,0.892,1.368,19.111,14.0,15.235,0.354,9.0
574,JellyBrick,Human,0.863,200,159,14,58,0.906,3.222,0.044,7.137,0.836,2.484,1.0,0.576,0.0,1.219,1.0,0.826,0.167,1.893,2.871,0.25,0.025,0.0,0.084,0.0,6.108,2.141,8.93,0.696,9.377,3.173,0.029,6.931,0.834,2.261,11.357,3.0,16.453,0.646,7.75
575,seratch,Human,0.926,100,86,12,4,0.267,3.106,0.153,6.946,0.807,5.733,4.0,0.478,6.5,3.0,3.0,2.035,0.353,1.83,1.356,1.0,0.487,0.0,2.217,0.006,5.241,1.715,8.672,0.694,5.413,2.856,0.224,6.786,0.804,2.466,7.167,5.5,5.573,0.399,6.25
576,max-hk,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
577,bowangbj,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
578,dominikg,Human,0.955,100,77,11,3,0.6,9.208,0.066,47.263,0.935,15.4,8.0,0.478,26.0,4.8,3.0,3.493,0.35,3.85,5.806,3.0,5.029,0.0,12.44,0.877,31.537,1.723,92.344,0.871,9.889,4.648,0.028,15.579,0.9,0.868,7.0,5.0,5.621,0.404,6.5
579,rushatgabhane,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
580,bseverino,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
581,Khrin,Bot,0.821,200,195,3,1,0.2,1.735,0.061,5.448,0.886,39.0,15.0,0.562,62.0,1.6,1.0,0.894,0.25,4.062,7.564,2.0,3.449,0.056,8.547,1.228,3.641,0.234,7.214,0.786,1.815,2.674,0.189,4.982,0.766,1.005,65.0,7.0,105.698,0.636,93.0
582,tczekajlo,Human,0.967,25,23,10,5,1.0,68.908,0.312,197.505,0.887,4.6,1.0,0.487,8.0,2.4,1.0,2.191,0.4,1.917,1.084,1.0,12.366,0.019,40.251,0.726,124.327,1.014,270.915,0.821,57.065,66.757,0.101,209.791,0.894,6.079,2.3,1.5,1.703,0.361,2.0
583,pjdevries,Human,0.641,18,18,4,1,0.333,114.291,1.931,288.12,0.852,6.0,1.0,0.556,7.5,2.0,1.0,1.732,0.333,6.0,8.66,7.5,73.547,0.0,127.388,110.321,861.152,861.152,236.821,0.097,167.458,212.062,0.211,456.665,0.788,31.302,4.5,1.5,6.351,0.556,4.0
584,tb65536,Human,0.855,139,105,7,3,1.0,16.826,0.833,38.502,0.824,35.0,4.0,0.603,47.5,3.333,2.0,2.309,0.267,9.545,16.434,8.5,137.966,0.151,268.416,127.542,23.225,8.782,31.372,0.603,28.75,18.641,1.012,41.477,0.822,11.588,15.0,9.0,17.445,0.544,14.5
585,rh-max,Human,0.501,92,74,6,2,1.0,29.678,0.089,144.11,0.938,37.0,37.0,0.041,3.0,3.0,3.0,1.414,0.167,2.114,1.471,1.0,45.258,0.012,204.201,0.328,17.131,0.043,46.293,0.884,1.301,39.686,0.046,178.949,0.937,1.033,12.333,11.0,9.893,0.401,10.75
586,regisb,Human,0.931,100,83,12,5,0.192,2.674,0.075,9.0,0.852,3.192,2.0,0.48,2.0,1.846,1.0,1.69,0.351,1.383,1.236,0.0,1.529,0.0,11.479,0.0,2.162,0.229,4.754,0.763,1.993,2.512,0.336,4.936,0.769,2.644,6.917,4.0,7.621,0.479,4.5
587,tanabarr,Human,0.242,267,218,8,1,1.0,7.073,0.375,18.026,0.823,218.0,218.0,0.0,0.0,8.0,8.0,0.0,0.0,218.0,0.0,0.0,1534.815,1534.815,0.0,0.0,,,0.0,0.0,,8.934,0.556,21.284,0.811,7.443,27.25,23.5,20.436,0.385,26.0
588,ceamac,Human,0.956,80,63,12,5,0.556,33.146,1.519,60.258,0.773,7.0,2.0,0.6,8.0,2.111,1.0,1.691,0.363,2.25,2.757,1.0,30.532,0.0,101.431,0.739,44.451,15.27,64.336,0.682,69.686,40.383,6.365,68.016,0.743,33.558,5.25,3.5,4.77,0.462,8.0
589,mathiasbynens,Bot,0.661,100,99,3,5,0.385,0.734,0.087,1.144,0.718,7.615,4.0,0.466,4.0,1.154,1.0,0.376,0.113,1.737,1.158,1.0,0.396,0.0,1.176,0.007,0.882,0.428,1.083,0.614,1.215,0.004,0.003,0.004,0.289,0.003,33.0,1.0,55.426,0.646,48.0
590,cohnjesse,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
591,jinder1s,Unknown,-,8,8,1,1,1.0,13.337,0.878,32.994,0.819,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,93.359,93.359,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0
