,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
408,zzcclp,Human,0.809,100,94,10,2,0.143,2.922,0.008,12.953,0.906,6.714,3.5,0.527,5.0,1.571,1.0,1.869,0.331,1.362,0.939,0.0,0.516,0.0,2.162,0.0,3.473,0.011,15.022,0.918,0.499,2.766,0.374,5.434,0.767,2.936,9.4,2.5,21.681,0.715,1.75
409,connor-baer,Human,0.888,100,76,10,2,0.4,3.232,0.05,10.714,0.897,15.2,8.0,0.563,9.0,5.0,4.0,3.808,0.368,7.6,13.057,5.75,14.426,0.052,44.639,0.472,10.901,1.88,17.524,0.697,16.139,3.775,0.057,11.523,0.882,1.492,7.6,8.0,4.061,0.287,7.5
410,busunkim96,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
411,pjhwa,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
412,Dene-human,Unknown,-,3,3,2,1,1.0,490.617,490.617,693.766,0.5,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,981.233,981.233,0.0,0.0,,,0.0,0.0,,981.183,981.183,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
413,avanigupta,Bot,0.531,238,152,5,2,0.2,14.067,0.244,31.065,0.826,15.2,11.5,0.508,24.5,2.0,2.0,0.667,0.16,3.455,3.501,3.25,16.292,0.191,32.765,17.599,32.727,15.357,42.968,0.641,45.619,20.589,6.275,32.253,0.695,21.678,30.4,5.0,45.164,0.645,33.0
414,SingleAccretion,Human,0.947,100,83,12,5,0.833,9.114,1.386,16.328,0.75,13.833,7.0,0.592,12.5,3.333,3.0,2.338,0.35,2.128,1.922,1.5,4.29,0.0,10.314,0.624,15.264,5.51,20.258,0.627,17.345,12.868,4.945,18.325,0.65,17.486,6.917,3.5,8.458,0.529,3.5
415,thermokarst,Human,0.025,25,25,2,3,0.6,72.92,21.124,143.43,0.725,5.0,1.0,0.608,2.0,1.0,1.0,0.0,0.0,3.125,3.271,2.75,174.139,45.872,252.357,258.205,50.994,56.836,43.888,0.446,75.709,87.248,87.248,16.505,0.067,11.671,12.5,12.5,14.849,0.42,10.5
416,ml-evs,Human,0.932,100,84,12,5,0.625,0.857,0.061,2.04,0.826,10.5,8.5,0.473,10.25,3.5,1.5,3.625,0.482,3.111,3.577,2.0,0.403,0.011,0.913,0.2,2.318,1.026,3.12,0.644,2.551,0.749,0.04,1.934,0.845,0.256,7.0,4.5,7.769,0.405,4.0
417,jinfagang,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
418,tychoish,Human,0.916,200,179,10,3,0.5,5.782,0.007,20.509,0.886,29.833,3.5,0.707,32.25,3.5,1.5,3.564,0.468,7.783,8.141,13.5,9.195,0.163,18.495,2.947,37.168,20.243,46.302,0.576,39.37,9.458,0.163,26.38,0.849,2.017,17.9,11.5,22.84,0.513,7.75
419,CCXXXI,Human,0.89,11,11,2,9,0.9,153.63,97.88,197.319,0.591,1.1,1.0,0.082,0.0,1.0,1.0,0.0,0.0,1.1,0.316,0.0,0.006,0.0,0.02,0.0,170.693,112.873,201.311,0.546,170.543,412.188,412.188,340.38,0.292,240.685,5.5,5.5,6.364,0.409,4.5
420,sausagee,Human,0.907,36,29,11,2,1.0,58.267,6.296,172.542,0.866,14.5,14.5,0.466,13.5,5.5,5.5,6.364,0.409,14.5,19.092,13.5,813.612,813.612,1150.621,813.612,4.245,4.245,0.0,0.0,0.0,30.626,4.245,91.655,0.838,14.709,2.636,1.0,1.963,0.37,3.0
421,kokosing,Human,0.935,100,82,8,4,0.8,11.769,0.091,49.826,0.892,16.4,7.0,0.576,20.0,2.6,2.0,1.517,0.277,2.929,3.516,2.0,28.304,0.001,112.087,0.501,5.954,0.124,15.049,0.85,2.053,9.206,0.309,17.234,0.786,12.96,10.25,4.0,10.457,0.476,13.0
422,neza2017,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
423,mirko-pagliai,Unknown,-,4,3,2,1,1.0,21.831,21.831,30.182,0.489,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,43.663,43.663,0.0,0.0,,,0.0,0.0,,43.173,43.173,0.0,0.0,0.0,1.5,1.5,0.707,0.167,0.5
424,siddharthlatest,Human,0.889,99,71,9,2,0.222,28.244,0.1,88.603,0.906,7.889,5.0,0.601,3.0,2.0,1.0,2.291,0.407,3.55,3.605,3.25,18.405,0.04,42.549,6.241,84.682,1.803,152.789,0.77,95.715,29.508,0.195,90.905,0.898,3.201,7.889,2.0,11.028,0.604,5.0
425,thomas-alrek,Bot,0.86,100,97,3,3,0.125,4.228,0.0,26.389,0.952,4.042,5.0,0.232,3.0,1.583,2.0,0.504,0.154,1.293,0.835,0.0,0.624,0.0,5.399,0.0,4.853,0.0,29.602,0.95,0.001,5.78,0.0,35.113,0.944,0.0,32.333,44.0,25.58,0.323,23.5
426,raghupola-vg,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
427,sean-mcmanus,Human,0.827,100,82,13,1,0.5,2.324,0.086,8.288,0.882,41.0,41.0,0.476,39.0,7.5,7.5,7.778,0.367,27.333,22.745,22.0,62.702,92.854,54.177,47.469,0.075,0.075,0.009,0.045,0.007,2.158,0.067,8.866,0.897,0.848,6.308,4.0,5.677,0.432,5.0
428,rebron,Human,0.519,64,51,6,1,0.5,11.412,0.091,37.316,0.893,25.5,25.5,0.48,24.5,3.0,3.0,2.828,0.333,17.0,15.524,15.5,168.226,76.311,228.498,214.184,32.948,32.948,46.491,0.499,32.874,18.066,0.099,47.25,0.858,10.029,8.5,4.5,9.935,0.552,11.0
429,sijia-w,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,zharinov,Human,0.949,100,93,10,3,0.6,4.928,0.082,19.15,0.903,18.6,4.0,0.546,31.0,3.0,3.0,1.871,0.293,1.979,1.539,1.0,1.917,0.0,5.466,0.227,7.898,0.058,26.404,0.897,1.239,6.492,0.104,22.788,0.891,1.808,9.3,4.0,11.265,0.569,12.25
431,westnordost,Human,0.919,100,84,8,4,0.571,2.021,0.074,5.493,0.866,12.0,4.0,0.673,10.0,3.143,2.0,2.673,0.416,3.231,3.724,2.75,0.788,0.047,1.768,0.427,5.89,0.592,8.866,0.708,12.782,2.247,0.071,5.906,0.858,0.585,10.5,8.5,7.838,0.366,7.0
432,matthewbirtch,Human,0.946,100,91,10,3,0.3,23.497,0.841,61.836,0.842,9.1,3.5,0.638,4.5,2.9,2.0,2.601,0.403,2.6,3.012,2.0,31.799,0.008,93.587,3.706,29.463,10.143,56.506,0.734,26.898,26.117,0.692,70.011,0.856,14.485,9.1,7.0,9.073,0.425,3.0
433,aneeshd16,Human,0.839,100,71,9,2,1.0,18.109,0.4,33.465,0.787,35.5,35.5,0.486,34.5,4.5,4.5,4.95,0.389,23.667,25.968,25.5,399.964,93.46,613.602,553.217,33.858,33.858,10.321,0.108,7.298,16.492,0.43,29.769,0.779,19.008,7.889,8.0,4.106,0.257,2.0
434,Akasurde,Human,0.897,100,90,10,2,0.667,2.387,0.249,7.427,0.829,30.0,35.0,0.363,24.5,4.0,4.0,3.0,0.333,2.195,1.647,2.0,3.736,0.002,11.168,1.409,1.482,0.102,3.032,0.775,1.727,1.647,0.169,3.22,0.776,1.725,9.0,6.5,9.707,0.487,7.5
435,sudodoki,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
436,llali,Human,0.903,27,23,9,1,0.333,86.519,3.424,166.883,0.792,7.667,8.0,0.261,4.5,4.667,4.0,3.055,0.286,2.875,2.232,1.25,105.389,10.628,215.686,75.463,151.472,23.134,205.86,0.645,247.081,105.011,8.98,180.026,0.752,124.796,2.556,2.0,1.74,0.338,3.0
437,TurekBot,Human,0.916,88,88,8,11,0.579,22.22,0.099,71.143,0.916,4.632,2.0,0.585,2.0,1.579,2.0,0.607,0.189,2.667,4.82,0.0,0.448,0.0,1.552,0.0,59.948,0.467,108.237,0.781,72.697,49.452,0.514,100.374,0.817,30.461,11.0,4.5,20.0,0.665,5.0
438,robrap,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
439,danleifeng,Human,0.859,69,60,8,2,0.5,37.033,0.53,91.509,0.841,15.0,14.5,0.25,7.0,3.0,3.0,1.633,0.25,1.667,1.265,1.0,23.822,0.0,77.405,0.012,37.925,0.53,97.662,0.841,19.332,40.823,0.483,99.334,0.845,21.631,7.5,6.5,5.372,0.371,9.5
440,richmahn,Human,0.882,100,93,8,2,0.286,19.784,0.144,66.341,0.903,13.286,17.0,0.449,18.0,2.429,2.0,1.902,0.37,6.2,5.24,6.5,74.088,4.923,164.532,49.502,50.632,16.054,66.883,0.648,78.571,9.764,0.09,29.015,0.879,1.766,11.625,2.5,25.657,0.735,2.0
441,marshallmain,Human,0.915,100,83,10,2,1.0,13.48,1.301,27.474,0.786,41.5,41.5,0.042,3.5,5.0,5.0,2.828,0.2,2.767,2.897,2.0,15.477,0.121,24.023,25.728,22.105,0.571,39.362,0.758,20.766,18.499,2.375,35.011,0.77,19.644,8.3,4.0,11.624,0.577,2.25
442,DrFaust92,Human,0.823,100,96,7,7,0.636,11.816,0.032,43.966,0.922,8.727,4.0,0.576,7.0,1.909,2.0,0.944,0.242,1.297,0.961,0.0,0.442,0.0,3.082,0.0,14.929,0.033,49.72,0.908,0.762,12.894,0.026,47.81,0.923,0.408,13.714,11.0,10.704,0.393,15.5
443,a-sidorova,Human,0.83,100,92,6,3,0.75,5.514,0.195,13.767,0.852,23.0,19.0,0.511,37.0,2.5,2.0,1.732,0.3,3.538,3.901,2.75,14.127,0.482,35.942,13.979,5.378,0.162,13.925,0.844,2.228,8.222,0.269,17.706,0.816,5.367,15.333,7.0,15.971,0.486,20.75
444,wbhart,Bot,0.169,35,35,3,1,0.5,49.524,1.388,144.425,0.864,17.5,17.5,0.414,14.5,2.0,2.0,1.414,0.25,11.667,17.616,15.5,511.572,171.593,742.439,681.562,74.558,74.558,32.264,0.153,22.814,32.619,0.431,56.078,0.663,48.659,11.667,1.0,18.475,0.61,16.0
445,jimczi,Human,0.93,100,81,9,3,0.75,4.749,0.207,17.398,0.888,20.25,18.5,0.485,33.75,3.25,3.0,2.062,0.288,1.976,1.332,1.0,1.834,0.005,5.17,0.535,7.618,0.149,24.039,0.888,1.786,6.11,0.238,20.549,0.885,1.31,9.0,5.0,9.747,0.48,4.0
446,tringakrasniqi,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447,PedroHLC,Human,0.888,100,93,10,14,0.875,4.145,0.317,7.771,0.786,5.812,1.0,0.724,1.5,1.375,1.0,0.806,0.222,2.325,2.515,2.0,2.212,0.0,6.033,0.801,7.511,1.548,9.635,0.649,13.863,5.239,0.581,8.583,0.746,5.064,9.3,5.0,13.217,0.582,7.0
448,eggfly,Human,0.755,100,99,6,35,0.686,10.983,2.943,19.71,0.708,1.941,1.0,0.447,0.0,1.137,1.0,0.491,0.112,1.547,1.511,0.0,0.673,0.0,2.301,0.0,16.401,9.056,22.815,0.607,21.359,14.884,7.738,21.896,0.615,19.532,16.5,3.5,22.07,0.601,24.25
449,djsstarburst,Human,0.653,12,11,6,2,1.0,161.017,0.119,453.738,0.876,5.5,5.5,0.045,0.5,3.0,3.0,1.414,0.167,2.75,1.708,1.75,367.59,0.534,734.469,367.768,46.603,0.027,80.688,0.666,69.883,27.124,0.046,55.936,0.786,17.117,1.833,1.5,1.169,0.288,1.0
450,jcelerier,Human,0.926,100,95,12,9,0.474,5.696,0.325,12.3,0.814,5.0,2.0,0.589,3.5,1.737,2.0,0.872,0.249,1.696,1.848,0.0,1.65,0.0,4.681,0.0,8.055,0.318,15.291,0.79,9.528,10.729,0.294,18.223,0.757,13.3,7.917,1.5,19.658,0.752,2.25
451,jhux2,Human,0.907,100,89,12,2,1.0,17.402,0.634,42.708,0.834,44.5,44.5,0.298,26.5,7.5,7.5,6.364,0.3,12.714,19.576,9.0,198.428,0.618,434.251,109.001,23.728,11.061,36.647,0.619,10.515,17.848,1.037,35.322,0.792,17.778,7.417,6.5,5.265,0.375,6.25
452,happyguoxy,Unknown,-,8,8,1,1,1.0,0.001,0.001,0.001,0.381,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.007,0.007,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0
453,bryanyang0528,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
454,AnthonyLloyd,Human,0.908,63,58,10,2,1.0,26.544,0.727,68.215,0.853,29.0,29.0,0.138,8.0,7.5,7.5,3.536,0.167,8.286,11.743,10.0,161.972,0.011,293.32,184.461,63.197,9.914,134.51,0.778,21.195,41.865,0.478,89.79,0.818,22.013,5.8,2.5,9.818,0.628,3.5
455,dario-piotrowicz,Human,0.928,100,75,11,3,0.75,0.453,0.055,1.648,0.84,18.75,12.5,0.55,27.75,4.25,4.5,3.202,0.338,8.333,9.354,10.0,1.533,0.495,2.31,1.338,2.467,0.784,4.225,0.604,1.087,0.646,0.063,2.048,0.844,0.345,6.818,2.0,10.078,0.618,3.5
456,lnemsick-simp,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
457,willdurand,Human,0.815,200,143,13,5,0.333,3.922,0.003,15.933,0.935,9.533,5.0,0.585,7.0,3.2,3.0,1.971,0.325,3.178,3.099,3.0,2.115,0.001,10.69,0.009,10.496,0.248,25.499,0.829,3.475,4.183,0.002,16.435,0.931,0.115,11.0,4.0,17.664,0.626,3.0
458,defunctzombie,Human,0.946,200,151,13,6,0.25,13.57,0.012,40.5,0.884,6.292,3.5,0.564,6.25,2.5,2.0,1.818,0.343,2.397,2.106,2.0,4.461,0.001,14.871,0.016,28.298,0.657,58.478,0.793,25.037,14.537,0.008,43.337,0.888,0.93,11.615,4.0,14.327,0.586,15.0
459,lala123912,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
460,dieghernan,Human,0.942,100,90,9,5,0.357,15.929,0.305,44.942,0.887,6.429,3.0,0.551,10.75,3.214,1.5,2.992,0.459,2.727,2.565,2.0,4.372,0.041,18.723,0.629,39.795,2.49,66.726,0.748,38.006,15.607,0.209,46.174,0.893,1.777,10.0,5.0,11.011,0.474,6.0
461,shogo82148,Human,0.875,300,248,11,4,0.25,1.118,0.007,3.856,0.909,15.5,3.5,0.727,11.5,2.625,2.0,1.821,0.333,6.889,16.649,4.25,2.539,0.001,12.091,0.065,5.281,3.554,6.062,0.59,6.966,0.815,0.008,2.756,0.903,0.226,22.545,5.0,25.3,0.567,39.0
462,Margen67,Human,0.931,100,93,11,11,0.688,4.004,0.033,11.988,0.842,5.812,1.0,0.717,2.75,1.562,1.0,1.153,0.292,2.583,3.923,1.0,3.143,0.0,17.503,0.068,7.291,5.984,6.894,0.521,13.172,5.638,1.318,6.807,0.63,11.513,8.455,2.0,17.357,0.7,5.5
463,DanTup,Human,0.925,100,93,13,9,0.45,1.103,0.151,2.966,0.825,4.65,2.0,0.611,2.25,1.9,1.0,1.861,0.366,1.55,1.281,0.25,0.083,0.0,0.237,0.003,1.636,0.259,3.6,0.788,1.043,0.882,0.151,2.442,0.812,0.434,7.154,4.0,10.495,0.597,5.0
464,joshuarli,Human,0.921,200,164,12,4,0.286,2.336,0.081,8.402,0.901,11.714,3.0,0.764,3.0,2.714,2.0,2.367,0.41,3.037,3.221,2.0,2.043,0.012,9.714,0.277,5.102,0.516,11.008,0.798,1.756,2.742,0.066,9.216,0.899,0.57,13.667,14.0,13.54,0.487,16.75
465,LEHigley,Bot,0.541,50,48,3,1,1.0,45.453,0.003,171.258,0.932,48.0,48.0,0.0,0.0,3.0,3.0,0.0,0.0,48.0,0.0,0.0,2136.288,2136.288,0.0,0.0,,,0.0,0.0,,99.217,0.005,289.13,0.894,0.009,16.0,18.0,14.107,0.389,14.0
466,mariospr,Human,0.907,17,14,6,2,1.0,162.557,0.125,342.149,0.817,7.0,7.0,0.286,4.0,4.0,4.0,2.828,0.25,4.667,2.082,2.0,419.571,99.087,642.081,578.995,427.267,427.267,174.916,0.145,123.684,95.056,0.125,198.239,0.809,0.506,2.333,2.0,1.633,0.333,2.0
467,wat-ze-hex,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
468,strint,Human,0.954,100,85,12,7,0.875,12.691,0.356,31.318,0.835,10.625,2.5,0.731,3.5,3.125,1.5,3.482,0.485,5.312,8.324,2.75,54.053,0.003,109.856,34.37,13.414,1.538,25.594,0.763,11.328,12.537,0.198,32.876,0.852,7.42,7.083,7.0,4.757,0.346,3.25
469,juan131,Human,0.931,100,85,12,3,0.429,2.384,0.054,8.518,0.894,12.143,4.0,0.551,9.0,3.429,2.0,2.992,0.417,3.696,3.522,3.5,4.802,0.037,19.926,0.761,4.082,0.949,6.702,0.72,2.844,3.274,0.037,10.237,0.887,0.973,7.083,4.0,6.921,0.487,8.0
470,trishaanand,Human,0.543,14,12,7,1,1.0,11.651,0.675,29.465,0.849,12.0,12.0,0.0,0.0,7.0,7.0,0.0,0.0,12.0,0.0,0.0,128.165,128.165,0.0,0.0,,,0.0,0.0,,15.654,0.743,34.24,0.81,7.246,1.714,2.0,0.756,0.214,1.0
471,hfxsd,Human,0.125,190,161,6,6,0.545,0.337,0.012,1.716,0.919,14.636,3.0,0.689,11.5,1.909,1.0,1.375,0.329,2.013,1.932,1.25,0.303,0.0,1.911,0.035,0.376,0.014,1.549,0.906,0.083,0.589,0.02,2.489,0.909,0.098,26.833,19.5,26.347,0.448,22.0
472,etu,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
473,zramsay,Human,0.861,100,95,8,8,0.242,11.737,0.155,40.173,0.883,2.879,2.0,0.343,1.0,2.061,2.0,0.704,0.168,2.065,1.373,1.0,4.641,0.001,20.258,0.001,19.774,1.965,53.569,0.8,18.189,13.581,0.213,43.819,0.876,7.447,11.875,5.5,12.541,0.525,22.25
474,lovasoa,Human,0.948,100,92,12,9,0.692,4.255,0.35,10.536,0.81,7.077,3.0,0.589,7.0,2.385,2.0,1.805,0.357,3.172,3.733,3.0,3.5,0.0,10.366,1.356,10.203,3.618,16.621,0.666,7.873,5.771,0.671,13.159,0.778,5.392,7.667,3.5,11.888,0.603,4.5
475,prestascott,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
476,SupervisedThinking,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
477,ofekisr,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
478,linusnorton,Human,0.876,200,169,10,2,0.2,1.277,0.078,5.518,0.876,16.9,3.5,0.73,6.75,3.9,3.5,2.767,0.362,5.281,7.54,5.25,3.827,0.02,9.367,1.558,2.972,0.376,11.543,0.859,0.844,1.565,0.049,6.466,0.891,0.523,16.9,13.0,16.394,0.504,22.0
479,abhijeetbodas2001,Unknown,-,4,4,3,3,0.75,183.912,193.375,128.747,0.31,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183.912,193.375,128.747,0.31,128.486,183.912,193.375,128.747,0.31,128.486,1.333,1.0,0.577,0.167,0.5
480,rollandf,Human,0.935,100,85,10,3,0.273,6.552,0.218,22.84,0.861,7.727,4.0,0.528,5.0,2.636,2.0,1.629,0.313,1.932,1.744,1.0,5.526,0.0,31.468,0.142,7.144,0.793,11.736,0.732,11.454,7.337,0.23,24.679,0.856,3.362,8.5,8.0,6.451,0.359,4.0
481,krishprakash,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
482,clokep,Human,0.908,100,75,9,5,0.455,8.778,1.258,15.027,0.742,6.818,2.0,0.613,6.0,2.091,2.0,1.375,0.324,1.974,1.619,1.0,4.01,0.0,12.987,0.178,13.438,4.152,17.649,0.627,19.202,10.917,3.512,14.917,0.647,17.631,8.333,2.0,12.6,0.637,6.0
483,holbrookt,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
484,vext01,Human,0.87,100,84,10,6,0.5,2.217,0.04,8.527,0.908,7.0,3.0,0.542,7.25,2.25,2.0,1.357,0.269,1.5,1.221,1.0,0.083,0.0,0.282,0.005,3.262,0.106,10.348,0.884,0.843,1.657,0.035,4.933,0.878,0.623,8.4,7.0,7.734,0.479,12.75
485,ustbhuangyi,Unknown,-,3,3,1,1,0.333,9.845,9.845,13.303,0.478,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.845,9.845,13.303,0.478,9.406,,,0.0,0.0,,3.0,3.0,0.0,0.0,0.0
486,edomt,Human,0.817,65,61,8,2,0.222,33.735,2.939,46.2,0.679,6.778,3.0,0.474,9.0,2.333,1.0,1.936,0.392,2.103,2.956,1.0,5.983,0.0,31.166,0.002,66.092,57.879,45.413,0.382,75.691,22.508,0.15,38.199,0.749,28.6,7.625,4.0,12.409,0.6,3.5
487,ariel11,Human,0.878,25,24,8,1,0.5,90.833,0.508,194.844,0.826,12.0,12.0,0.417,10.0,4.0,4.0,2.828,0.25,8.0,7.211,7.0,673.995,772.899,608.468,602.409,33.587,33.587,46.72,0.492,33.036,107.035,0.436,229.943,0.817,33.203,3.0,1.0,3.854,0.521,1.5
488,lloydstubber,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
489,ydFu,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
490,mtwalli,Human,0.947,100,76,10,3,0.75,11.214,0.089,32.475,0.878,19.0,5.5,0.618,19.0,3.25,2.5,1.893,0.25,6.909,7.176,9.5,49.879,1.344,72.486,107.228,29.24,7.787,54.169,0.738,18.386,7.072,0.008,25.696,0.909,0.341,7.6,2.0,9.652,0.595,11.5
491,snakefoot,Human,0.925,100,93,9,4,0.667,1.37,0.201,4.627,0.862,15.5,3.0,0.697,11.0,2.167,1.0,2.041,0.397,3.207,3.726,3.0,2.81,0.004,6.849,0.752,1.59,0.12,5.297,0.88,0.164,1.351,0.11,4.822,0.884,0.17,10.333,3.0,22.422,0.7,2.0
492,gggina,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
493,YalinLi0312,Human,0.951,100,88,16,6,0.5,7.678,0.276,21.733,0.881,7.333,3.0,0.545,8.75,2.667,2.5,1.826,0.339,1.796,1.527,1.0,0.717,0.0,2.839,0.088,13.184,0.514,28.058,0.822,3.658,9.145,0.267,23.807,0.866,2.352,5.5,2.5,5.955,0.538,9.25
494,joshdover,Unknown,-,3,3,3,2,1.0,0.015,0.015,0.002,0.043,1.5,1.5,0.167,0.5,1.5,1.5,0.707,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.002,0.043,0.001,0.015,0.015,0.002,0.043,0.001,1.0,1.0,0.0,0.0,0.0
495,swankjesse,Human,0.898,100,83,12,2,0.333,2.313,0.046,7.123,0.873,13.833,5.0,0.62,11.0,4.167,3.5,2.927,0.353,5.929,11.612,2.0,5.872,0.002,11.643,1.571,8.264,0.431,14.7,0.75,8.178,2.462,0.024,7.558,0.879,0.935,6.917,5.5,8.979,0.517,5.25
496,arnonsha,Unknown,-,2,2,1,1,1.0,209.474,209.474,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,209.474,209.474,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
497,kpouget,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
498,Aneurysm9,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
499,bridgethapner,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500,fluxer,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
501,jesperancinha,Bot,0.824,300,271,5,2,0.05,1.08,0.013,3.054,0.878,6.775,4.0,0.493,4.5,2.125,2.0,1.244,0.304,1.76,1.304,1.0,0.163,0.0,0.975,0.003,1.742,0.079,3.817,0.828,0.937,0.936,0.019,2.864,0.879,0.199,54.2,26.0,83.849,0.614,22.0
