,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
271,cilestin,Unknown,-,4,4,2,1,0.5,679.918,842.26,281.745,0.16,2.0,2.0,0.25,1.0,1.0,1.0,0.0,0.0,2.0,1.414,1.0,598.424,598.424,846.299,598.424,842.907,842.907,0.0,0.0,0.0,842.907,842.907,0.0,0.0,0.0,2.0,2.0,1.414,0.25,1.0
272,r-ricci,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
273,alinapopaiustina,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
274,rikatz,Human,0.942,100,86,8,6,0.545,12.917,0.546,23.282,0.771,7.818,1.0,0.712,1.0,1.636,1.0,1.804,0.343,1.755,1.164,1.0,5.516,0.0,20.09,0.086,17.243,2.543,25.427,0.692,28.787,17.344,2.867,25.774,0.695,29.963,10.75,5.5,12.544,0.538,11.75
275,mx-psi,Human,0.934,100,83,13,6,0.4,0.84,0.029,3.146,0.905,5.533,2.0,0.599,4.5,2.733,2.0,2.251,0.41,1.886,2.137,1.0,0.178,0.0,0.657,0.011,1.421,0.06,4.259,0.882,0.231,0.936,0.03,3.324,0.9,0.19,6.385,5.0,4.292,0.361,7.0
276,groundziro,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
277,c00crane,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
278,ankane,Human,0.784,200,189,10,3,0.103,0.515,0.106,1.44,0.791,6.517,3.0,0.62,4.0,2.069,2.0,1.387,0.314,2.779,5.55,1.0,0.415,0.0,1.919,0.058,1.025,0.153,2.273,0.792,0.473,0.67,0.081,1.725,0.811,0.45,18.9,6.5,41.353,0.718,9.25
279,OyePradumya,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280,scls19fr,Human,0.957,68,66,12,6,0.462,32.114,0.488,99.199,0.889,5.077,2.0,0.55,8.0,2.0,1.0,1.732,0.367,2.129,1.875,1.0,7.156,0.0,17.585,7.113,62.186,1.724,140.205,0.834,26.152,41.906,0.511,117.469,0.881,9.674,5.5,3.0,6.389,0.528,4.75
281,rcanepa,Human,0.65,64,54,9,1,0.333,41.24,0.231,153.214,0.905,18.0,1.0,0.63,25.5,3.333,1.0,4.041,0.467,10.8,11.841,20.0,431.571,11.081,644.327,694.272,6.963,7.252,5.881,0.405,7.95,39.467,0.231,155.019,0.913,10.644,6.0,7.0,2.828,0.247,4.0
282,riyafa,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
283,ruscoder,Human,0.92,100,99,12,2,0.222,8.41,0.013,35.282,0.943,11.0,10.0,0.312,7.0,3.889,4.0,2.147,0.292,3.536,3.786,5.0,5.559,0.005,22.272,0.992,24.762,0.081,61.078,0.86,8.922,9.865,0.011,41.252,0.944,0.254,8.25,3.5,12.476,0.588,5.25
284,arnetheduck,Human,0.876,100,84,12,5,0.455,0.64,0.069,1.76,0.83,7.636,5.0,0.437,12.0,3.636,4.0,2.378,0.345,1.909,0.984,1.0,0.257,0.0,1.278,0.092,0.973,0.214,2.086,0.759,0.967,0.44,0.06,1.301,0.809,0.285,7.0,7.0,5.689,0.387,5.75
285,heqg,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286,zpao,Human,0.961,100,85,13,5,0.714,12.858,0.052,58.195,0.94,12.143,1.0,0.766,2.0,3.143,1.0,4.018,0.506,8.5,19.398,1.75,16.854,0.0,36.768,0.232,101.283,37.271,156.834,0.683,67.242,17.152,0.068,68.378,0.93,0.472,6.538,6.0,6.226,0.445,7.0
287,fdwr,Human,0.876,100,69,7,3,0.5,12.374,0.26,45.179,0.907,11.5,6.5,0.587,12.0,2.167,2.0,1.472,0.295,3.833,4.062,5.25,18.203,0.05,68.6,2.438,30.221,2.768,79.464,0.822,18.488,16.044,0.756,59.052,0.899,2.682,9.857,3.0,14.713,0.617,8.5
288,jwebbdev,Unknown,-,9,8,6,3,0.75,127.375,0.162,218.635,0.727,2.0,2.0,0.25,2.0,1.5,1.5,0.577,0.167,1.6,0.894,1.0,0.11,0.0,0.225,0.037,222.769,201.823,259.406,0.523,424.421,178.285,0.349,245.688,0.618,403.463,1.333,1.0,0.516,0.167,0.75
289,jlowe,Human,0.951,100,80,12,3,0.5,9.169,0.23,59.371,0.945,13.333,5.0,0.562,18.75,4.667,4.0,3.266,0.357,2.857,3.1,2.25,5.244,0.0,14.778,2.874,21.389,0.206,100.764,0.945,0.884,11.867,0.378,71.978,0.944,1.461,6.667,4.0,7.572,0.483,3.5
290,jmsmkn,Human,0.944,100,76,11,3,1.0,0.969,0.099,3.142,0.857,25.333,1.0,0.64,36.5,4.333,1.0,5.774,0.513,15.2,17.441,19.0,14.351,19.155,13.77,21.941,0.228,0.165,0.184,0.356,0.166,0.927,0.1,2.962,0.846,0.368,6.909,5.0,5.486,0.364,2.0
291,ranquild,Human,0.441,199,168,11,1,1.0,3.186,0.111,14.262,0.919,168.0,168.0,0.0,0.0,11.0,11.0,0.0,0.0,168.0,0.0,0.0,532.006,532.006,0.0,0.0,,,0.0,0.0,,3.567,0.068,16.145,0.922,0.49,15.273,14.0,15.186,0.417,7.0
292,Nikoleta-v3,Human,0.954,100,95,13,6,0.545,15.067,0.183,34.927,0.84,8.636,3.0,0.611,10.0,2.545,1.0,2.207,0.416,3.519,5.814,1.5,20.457,0.002,54.574,2.928,33.228,6.912,45.122,0.661,57.117,17.338,0.813,35.255,0.804,13.978,7.308,3.0,9.375,0.572,4.0
293,ctrueden,Human,0.892,100,96,11,14,0.5,2.388,0.044,6.695,0.858,3.429,2.0,0.546,2.25,1.643,1.0,0.826,0.252,2.133,4.664,1.0,0.527,0.0,2.083,0.011,4.618,0.948,9.194,0.777,2.882,3.368,0.501,8.25,0.812,1.893,8.727,3.0,11.967,0.581,4.0
294,VerteDinde,Human,0.763,100,84,8,1,0.25,4.666,0.221,15.607,0.87,21.0,2.0,0.679,19.0,3.0,1.5,3.367,0.458,9.333,12.942,15.0,25.909,0.005,45.944,30.565,19.262,3.186,41.414,0.775,9.152,4.415,0.134,16.264,0.878,1.981,10.5,9.0,9.008,0.408,8.25
295,sam-mccall,Human,0.926,22,18,9,4,1.0,69.309,0.057,184.009,0.867,4.5,3.0,0.417,2.5,3.25,2.5,2.63,0.365,2.25,3.151,0.25,140.807,0.0,398.239,0.014,7.4,0.008,17.957,0.835,1.882,69.309,0.057,184.009,0.867,9.075,2.0,2.0,1.0,0.247,2.0
296,JamesMGreene,Unknown,-,6,6,3,4,1.0,233.587,156.446,217.986,0.461,1.5,1.0,0.25,0.5,1.0,1.0,0.0,0.0,1.5,1.0,0.5,25.728,0.0,51.457,25.728,355.008,367.495,192.622,0.241,192.318,454.289,454.289,122.745,0.096,86.794,2.0,2.0,1.0,0.222,1.0
297,alandtse,Human,0.87,100,94,12,2,0.333,1.201,0.081,3.338,0.844,15.667,3.0,0.617,28.25,3.0,1.5,3.521,0.481,2.136,1.424,2.0,1.281,0.007,3.775,0.384,1.286,0.084,3.839,0.857,0.462,1.117,0.067,3.183,0.842,0.81,7.833,6.0,7.918,0.463,6.75
298,pirate-bot,Bot,0.307,181,175,6,1,0.143,1.8,0.005,7.079,0.917,25.0,4.0,0.632,36.5,2.714,3.0,1.38,0.256,5.833,8.383,6.75,1.729,0.005,4.374,0.572,9.011,4.03,15.006,0.665,8.887,3.43,0.012,9.866,0.854,1.864,29.167,6.5,46.529,0.677,30.25
299,fjahr,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
300,ashokaditya,Human,0.889,100,82,9,2,1.0,4.121,0.437,11.403,0.83,41.0,41.0,0.098,8.0,5.0,5.0,2.828,0.2,3.727,3.058,3.5,8.321,0.071,16.55,11.124,7.18,1.763,15.063,0.759,5.679,5.175,0.668,12.897,0.807,2.903,9.111,2.0,15.407,0.686,7.0
301,mitchellgoffpc,Human,0.944,92,87,10,4,0.444,24.245,2.062,41.823,0.746,9.667,5.0,0.536,13.0,2.111,1.0,1.833,0.386,3.625,2.961,3.25,40.365,4.186,60.991,63.267,48.535,12.908,63.431,0.653,90.835,27.44,2.853,48.78,0.761,31.422,8.7,2.0,20.516,0.721,0.75
302,mjmbischoff,Human,0.847,26,23,6,2,0.667,70.271,12.803,133.904,0.77,7.667,7.0,0.406,7.0,2.0,2.0,1.0,0.222,1.769,1.423,1.0,26.561,0.0,53.55,0.47,100.055,16.382,172.341,0.737,77.616,100.055,16.382,172.341,0.737,77.616,3.833,1.5,5.115,0.543,2.5
303,fhunleth,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304,jdanil,Bot,0.896,100,67,2,1,1.0,7.462,0.002,17.519,0.825,67.0,67.0,0.0,0.0,2.0,2.0,0.0,0.0,67.0,0.0,0.0,492.474,492.474,0.0,0.0,,,0.0,0.0,,7.462,0.002,17.519,0.825,7.028,33.5,33.5,0.707,0.007,0.5
305,dtaylor113,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
306,umpox,Human,0.818,100,82,11,1,0.333,0.703,0.111,2.691,0.856,27.333,14.0,0.537,33.0,5.0,3.0,5.292,0.444,5.467,8.391,4.0,3.225,0.094,6.585,1.801,0.613,0.181,1.221,0.704,0.247,0.872,0.104,3.139,0.876,0.238,7.455,6.0,8.825,0.508,5.5
307,paulfalgout,Human,0.876,200,159,9,2,1.0,4.258,0.113,13.104,0.873,79.5,79.5,0.475,75.5,6.0,6.0,4.243,0.25,53.0,54.065,53.5,190.429,162.538,205.65,204.226,50.745,50.745,53.594,0.373,37.897,4.247,0.122,12.391,0.863,1.337,17.667,17.0,10.607,0.32,9.0
308,dalf,Human,0.954,56,50,11,10,0.625,35.807,0.686,71.698,0.788,3.125,1.0,0.512,3.0,1.938,1.0,1.289,0.325,2.174,2.64,1.0,2.759,0.0,7.497,0.146,76.869,44.202,92.126,0.581,105.321,34.459,0.293,71.554,0.785,32.502,4.545,5.0,3.475,0.378,3.5
309,ElRaptorus,Unknown,-,8,7,4,1,0.333,191.04,0.107,467.034,0.833,2.333,2.0,0.095,0.5,2.333,2.0,0.577,0.095,2.333,0.577,0.5,381.477,0.033,660.701,572.19,0.904,0.904,1.023,0.4,0.724,191.04,0.107,467.034,0.833,1.242,1.75,2.0,0.5,0.107,0.25
310,ReinerBforartists,Human,0.787,200,178,10,1,0.333,0.812,0.04,3.252,0.911,59.333,8.0,0.614,82.0,4.0,1.0,5.196,0.5,8.091,13.107,7.75,6.349,0.0,16.16,0.763,0.19,0.076,0.29,0.649,0.174,0.672,0.022,2.794,0.915,0.151,17.8,14.0,16.95,0.442,10.75
311,somechris,Human,0.868,12,12,4,3,0.3,165.857,81.637,178.272,0.542,1.2,1.0,0.133,0.0,1.1,1.0,0.316,0.082,1.091,0.302,0.0,7.422,0.0,24.615,0.0,174.279,106.837,185.594,0.539,240.097,121.402,65.911,121.774,0.483,170.026,3.0,1.5,3.367,0.458,2.5
312,marabesi,Human,0.873,100,93,9,23,0.793,9.648,0.938,19.953,0.781,3.207,1.0,0.585,1.0,1.241,1.0,0.577,0.167,1.722,1.42,1.0,1.935,0.0,5.003,0.072,14.776,2.536,24.734,0.716,16.082,9.077,2.323,15.259,0.703,11.813,10.333,2.0,18.534,0.703,5.0
313,buyaa-n,Human,0.942,100,71,11,3,0.429,3.172,0.185,11.278,0.882,10.143,10.0,0.451,7.0,3.857,4.0,2.478,0.328,1.775,0.92,1.0,2.092,0.0,9.561,0.2,3.548,0.304,11.809,0.858,1.541,3.548,0.203,12.507,0.89,1.169,6.455,4.0,6.089,0.425,4.0
314,mhils,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315,jborean93,Human,0.952,100,90,14,5,0.385,6.422,0.065,20.641,0.894,6.923,5.0,0.479,4.0,3.231,2.0,2.488,0.381,1.875,1.942,1.0,0.523,0.0,1.952,0.002,11.628,0.214,27.442,0.828,12.115,8.104,0.138,24.427,0.882,1.086,6.429,2.5,8.759,0.589,5.75
316,TokageItLab,Human,0.895,100,92,8,3,1.0,6.732,0.784,13.23,0.751,30.667,30.0,0.42,29.0,3.333,2.0,2.309,0.267,3.172,3.23,3.0,13.123,0.073,25.992,19.314,8.286,3.275,18.654,0.714,7.906,6.471,2.019,9.16,0.681,8.824,11.5,10.5,9.024,0.408,14.0
317,rakleed,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
318,bhousel,Human,0.956,100,79,13,6,0.6,4.362,0.128,10.022,0.831,7.9,1.5,0.642,8.0,2.8,1.0,2.44,0.421,3.435,4.44,3.0,9.003,0.0,23.22,0.353,6.054,0.625,10.304,0.744,5.348,5.59,0.259,11.618,0.798,4.344,6.077,2.0,7.388,0.573,10.0
319,Brandon-T,Human,0.954,100,90,11,4,0.571,6.682,0.338,18.192,0.849,12.857,2.0,0.695,10.5,2.429,2.0,2.507,0.403,2.903,3.807,2.0,9.913,0.002,36.675,2.295,9.579,0.404,18.357,0.779,10.206,9.657,0.659,22.772,0.82,5.984,8.182,4.0,11.152,0.549,2.0
320,jdx-john,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
321,jpedroantunes,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
322,SiewYan,Human,0.726,15,14,6,1,0.5,33.54,0.056,108.486,0.889,7.0,7.0,0.286,4.0,3.5,3.5,3.536,0.357,7.0,5.657,4.0,21.072,21.072,3.622,2.561,393.871,393.871,0.0,0.0,0.0,0.365,0.006,0.876,0.796,0.097,2.333,1.0,2.805,0.452,0.75
323,dabbeg,Unknown,-,4,3,3,1,1.0,0.026,0.026,0.034,0.453,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.053,0.053,0.0,0.0,,,0.0,0.0,,0.026,0.026,0.034,0.453,0.024,1.0,1.0,0.0,0.0,0.0
324,MscrmTools,Human,0.648,75,67,7,1,0.125,31.633,0.182,94.54,0.87,8.375,4.5,0.573,4.5,2.875,3.0,1.885,0.332,2.68,3.338,1.0,8.759,0.011,26.823,0.281,77.868,21.48,146.135,0.74,79.441,40.567,0.152,92.222,0.81,37.003,9.571,3.0,15.82,0.631,5.0
325,xlucas,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
326,avdv,Human,0.933,100,85,9,4,0.4,4.349,0.115,12.924,0.882,8.5,3.5,0.587,10.0,2.5,1.0,2.121,0.404,2.656,3.239,2.25,1.284,0.0,5.254,0.138,10.458,1.486,19.297,0.759,8.416,4.595,0.093,13.663,0.883,1.423,9.444,9.0,6.085,0.34,12.0
327,felixbarny,Human,0.937,100,73,11,3,0.6,2.328,0.266,5.81,0.817,14.6,20.0,0.416,22.0,3.4,3.0,2.881,0.4,1.78,1.294,1.0,1.783,0.0,7.113,0.124,2.362,0.458,4.963,0.766,1.815,2.216,0.276,4.669,0.779,1.911,6.636,5.0,7.672,0.486,3.5
328,dbeguin,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
329,gottesmm,Human,0.834,100,83,9,2,1.0,9.702,0.027,37.345,0.913,41.5,41.5,0.151,12.5,4.5,4.5,2.121,0.167,1.886,1.146,1.0,14.314,0.002,48.859,2.512,3.855,0.022,14.646,0.928,0.39,10.095,0.027,39.528,0.919,1.918,9.222,10.0,6.418,0.356,7.0
330,Delphine,Human,0.95,200,159,11,3,0.5,7.58,0.027,23.121,0.899,26.5,13.5,0.573,26.75,3.667,3.5,2.16,0.303,4.297,4.594,3.0,17.796,0.004,44.984,2.339,14.979,3.697,30.717,0.77,16.281,9.019,0.014,25.059,0.882,2.058,14.455,7.0,14.159,0.51,26.0
331,nemesisdesign,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
332,noviicee,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
333,elbeejay,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
334,teldra,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
335,Fox32,Unknown,-,6,6,6,3,1.0,55.605,50.948,65.589,0.554,2.0,1.0,0.333,1.5,2.0,1.0,1.732,0.333,1.5,1.0,0.5,52.892,0.0,105.784,52.892,22.153,0.663,37.422,0.651,32.465,55.605,50.948,65.589,0.554,64.701,1.0,1.0,0.0,0.0,0.0
336,AndWac,Bot,0.5,298,209,6,2,0.667,0.68,0.005,2.036,0.868,69.667,76.0,0.386,60.5,2.667,3.0,1.528,0.25,1.786,1.847,1.0,0.593,0.0,1.766,0.025,0.622,0.007,2.144,0.869,0.323,0.793,0.026,2.238,0.841,0.624,34.833,25.0,31.115,0.393,12.0
337,simon-mo,Human,0.947,100,77,11,3,1.0,3.226,0.083,8.247,0.85,25.667,3.0,0.606,35.0,4.667,2.0,4.619,0.381,7.0,10.129,7.0,19.017,0.0,40.622,21.442,3.6,0.179,8.554,0.817,1.97,3.123,0.13,7.66,0.84,1.594,7.0,3.0,8.087,0.522,6.0
338,Flowdalic,Human,0.855,100,95,9,9,0.562,3.07,0.944,4.833,0.71,5.938,2.0,0.657,4.0,1.688,1.0,1.138,0.299,1.696,1.464,1.0,2.392,0.0,6.653,0.087,2.813,0.609,4.462,0.723,3.014,2.328,0.356,4.45,0.777,1.138,10.556,3.0,20.923,0.674,3.0
339,poryagholami1374,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
340,jeff-bruemmer,Bot,0.062,247,208,7,1,1.0,5.217,0.056,23.484,0.913,208.0,208.0,0.0,0.0,7.0,7.0,0.0,0.0,208.0,0.0,0.0,1079.909,1079.909,0.0,0.0,,,0.0,0.0,,6.755,0.082,26.797,0.895,1.711,29.714,27.0,11.176,0.176,5.5
341,veroglez,Human,0.284,253,221,6,4,1.0,3.377,0.07,9.554,0.865,55.25,51.0,0.51,104.25,2.75,2.5,2.062,0.341,2.146,1.574,2.0,3.341,0.002,9.57,0.346,3.911,0.203,10.687,0.85,1.891,3.754,0.136,9.956,0.849,1.917,36.833,26.0,28.16,0.376,38.5
342,orf,Human,0.957,100,88,12,11,0.647,7.632,0.044,23.239,0.891,5.176,2.0,0.611,3.0,2.176,2.0,1.51,0.318,3.259,4.728,2.0,3.849,0.0,17.879,0.179,21.54,6.413,36.868,0.722,23.029,12.213,0.027,28.962,0.821,10.765,7.333,4.0,10.219,0.545,5.0
343,crowlKats,Human,0.885,100,84,11,2,0.333,0.755,0.022,3.047,0.919,14.0,16.5,0.214,3.25,4.667,5.0,2.422,0.262,2.897,3.384,2.0,0.77,0.0,2.387,0.304,1.439,0.019,4.825,0.908,0.11,0.801,0.022,3.139,0.917,0.119,7.636,2.0,7.406,0.489,13.0
344,vlio20,Human,0.958,31,27,12,4,0.667,80.237,0.123,172.043,0.829,4.5,2.0,0.549,2.25,2.5,1.5,2.739,0.433,2.7,2.869,1.75,46.222,0.008,139.607,0.423,180.438,70.248,230.421,0.618,310.997,98.446,0.189,187.55,0.793,70.227,2.25,2.0,1.288,0.293,2.0
345,mia-ko,Human,0.031,238,213,6,3,1.0,8.268,0.134,23.089,0.874,71.0,59.0,0.182,29.0,2.667,2.0,1.155,0.167,4.532,7.804,3.0,23.733,0.264,56.64,2.689,13.856,1.777,28.886,0.767,17.426,12.366,0.603,28.989,0.829,7.65,35.5,23.5,44.447,0.577,41.75
346,rnav,Unknown,-,3,3,1,1,1.0,32.614,32.614,44.519,0.483,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,65.228,65.228,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,3.0,3.0,0.0,0.0,0.0
347,swisslife-bot,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
348,jimingham,Human,0.884,100,68,9,3,1.0,3.615,0.136,12.025,0.87,22.667,9.0,0.52,26.5,3.667,4.0,0.577,0.061,3.778,5.024,1.75,3.724,0.0,8.273,2.03,10.304,0.372,22.09,0.777,16.046,6.017,0.369,17.203,0.842,3.339,7.556,1.0,10.783,0.631,8.0
349,yuvalbenshalom,Human,0.743,199,155,8,1,0.25,13.2,0.053,36.637,0.868,38.75,6.5,0.679,39.75,3.75,2.5,2.872,0.317,11.923,17.371,11.0,123.893,31.204,202.66,120.914,35.182,17.78,42.738,0.589,49.016,17.041,0.062,42.96,0.846,16.432,19.375,15.0,13.522,0.36,15.75
350,ich777,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
351,alexvanin,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
352,mprins,Human,0.595,278,219,7,7,0.412,1.142,0.014,4.349,0.914,12.882,7.0,0.554,15.0,3.059,3.0,1.886,0.33,3.085,2.371,2.0,1.008,0.002,3.033,0.095,2.533,0.125,7.021,0.861,0.97,1.167,0.012,4.597,0.919,0.154,31.286,13.0,28.383,0.438,50.5
353,JarbasAl,Human,0.924,100,78,12,5,0.25,0.898,0.033,3.133,0.879,3.9,2.0,0.495,4.25,2.2,1.5,1.609,0.361,2.6,2.078,2.0,0.217,0.016,0.386,0.219,2.16,0.279,4.883,0.792,2.04,0.983,0.037,3.323,0.878,0.296,6.5,8.0,4.583,0.372,7.5
354,caarlos0,Human,0.939,100,77,13,8,0.421,0.964,0.021,3.309,0.901,4.053,2.0,0.447,2.5,2.526,2.0,1.837,0.32,2.484,2.096,1.5,0.405,0.001,1.889,0.039,2.023,0.17,4.854,0.826,0.828,0.824,0.012,2.776,0.895,0.186,5.923,3.0,6.278,0.515,7.0
355,trws,Human,0.945,100,84,10,5,0.5,9.828,1.183,19.762,0.795,8.4,3.0,0.521,10.25,2.5,2.0,1.841,0.364,1.867,1.618,1.0,6.229,0.0,19.798,0.136,12.168,1.343,23.532,0.786,9.553,11.938,1.183,22.616,0.784,15.782,8.4,6.5,6.72,0.424,12.25
356,realshuting,Human,0.93,100,78,11,5,0.714,0.604,0.034,2.081,0.865,11.143,7.0,0.586,11.0,3.429,3.0,2.936,0.417,2.69,2.917,2.0,1.229,0.0,3.552,0.055,0.388,0.017,0.923,0.84,0.142,0.627,0.025,2.221,0.883,0.291,7.091,6.0,5.612,0.422,8.0
357,dvesh3,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
358,sirpy,Human,0.871,100,93,11,2,0.25,6.328,0.056,17.376,0.868,11.625,7.0,0.423,11.25,3.625,3.5,1.408,0.203,3.207,4.221,3.0,3.534,0.0,10.098,0.251,17.133,4.552,27.277,0.696,21.253,8.962,0.772,20.276,0.812,3.984,8.455,3.0,12.477,0.587,7.0
359,hswong3i,Bot,0.778,200,199,5,3,0.039,0.844,0.0,4.779,0.947,2.618,2.0,0.299,1.0,1.842,2.0,0.518,0.128,1.336,0.703,0.0,0.008,0.0,0.072,0.0,1.121,0.001,5.504,0.938,0.018,0.849,0.007,4.122,0.94,0.029,39.8,30.0,43.031,0.529,67.0
360,techknowlogick,Human,0.946,100,91,12,10,0.909,1.984,0.108,5.252,0.855,8.273,2.0,0.567,17.0,2.0,1.0,1.549,0.347,2.275,3.021,1.0,1.884,0.0,6.728,0.136,2.647,0.401,4.447,0.746,2.344,2.241,0.055,5.84,0.862,0.89,7.583,5.0,8.586,0.479,4.0
361,ggravlingen,Bot,0.82,100,68,4,2,0.5,3.266,0.001,12.599,0.939,17.0,17.0,0.368,15.0,2.25,2.0,0.5,0.083,3.238,2.791,2.0,2.001,0.001,8.184,0.004,8.839,0.004,20.999,0.853,2.063,3.266,0.001,12.599,0.939,0.003,17.0,17.0,17.907,0.463,30.5
362,alangsto,Human,0.898,100,83,9,2,0.333,4.617,0.166,16.067,0.904,13.833,10.0,0.508,17.0,4.5,5.5,2.811,0.302,7.545,7.034,7.5,19.609,0.747,35.334,25.031,16.287,0.726,24.306,0.691,23.594,5.745,0.128,18.791,0.904,0.578,9.222,8.0,9.615,0.461,7.0
363,pubtools-docs-helper,Bot,0.742,10,10,1,1,1.0,101.519,49.661,122.879,0.594,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,913.669,913.669,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,10.0,10.0,0.0,0.0,0.0
364,calvinccheung,Human,0.781,100,75,8,2,1.0,8.202,0.144,20.132,0.848,37.5,37.5,0.167,12.5,4.0,4.0,1.414,0.125,2.885,2.944,2.0,19.025,0.136,32.867,22.154,4.491,0.384,13.049,0.825,4.046,7.101,0.399,16.192,0.807,5.038,9.375,6.0,9.709,0.488,8.0
365,thypon,Human,0.772,100,80,7,3,0.188,1.921,0.005,9.117,0.942,5.0,3.5,0.47,3.0,3.125,3.0,1.746,0.305,2.424,1.393,1.0,0.043,0.001,0.122,0.016,4.699,0.062,13.991,0.867,2.211,1.994,0.005,9.29,0.941,0.07,11.429,11.0,7.678,0.343,9.0
