,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
279,DmitriGekhtman,Human,0.93,75,57,9,3,0.5,38.267,1.397,85.637,0.81,9.5,2.5,0.611,13.5,2.5,1.5,2.345,0.411,4.071,6.415,2.0,99.906,0.037,285.858,23.778,57.253,53.286,50.274,0.449,47.321,35.179,9.628,51.39,0.683,54.015,6.333,3.0,6.384,0.48,6.0
280,salvatore-campagna,Human,0.878,100,84,9,2,1.0,1.791,0.084,5.865,0.876,42.0,42.0,0.095,8.0,4.5,4.5,3.536,0.278,2.1,1.707,2.0,1.461,0.0,6.474,0.369,2.314,0.172,5.572,0.831,1.029,1.823,0.15,4.8,0.834,1.136,9.333,4.0,10.21,0.526,14.0
281,danielhenrymantilla,Human,0.949,100,82,12,6,0.5,17.949,0.057,42.014,0.851,6.833,4.5,0.486,7.75,2.667,2.0,2.015,0.37,4.824,4.626,5.0,13.245,0.145,33.906,0.612,76.793,72.169,63.243,0.447,89.202,27.432,0.058,50.385,0.775,36.007,6.833,5.0,7.578,0.5,4.25
282,aburrell,Human,0.949,100,89,11,4,0.4,3.916,0.085,13.575,0.907,8.9,5.5,0.491,4.75,4.1,4.0,2.283,0.295,3.296,4.999,2.5,1.68,0.008,5.05,0.049,11.51,0.784,23.043,0.785,15.579,6.15,0.087,16.83,0.869,0.979,8.091,6.0,10.054,0.498,5.5
283,r-owen,Human,0.47,66,66,5,2,1.0,10.417,0.451,62.004,0.921,33.0,33.0,0.485,32.0,2.5,2.5,2.121,0.3,33.0,45.255,32.0,88.1,88.1,124.592,88.1,500.929,500.929,0.0,0.0,0.0,23.013,0.078,104.248,0.944,0.881,13.2,5.0,20.837,0.642,8.0
284,j8seangel,Human,0.886,200,173,8,2,1.0,5.035,0.067,14.382,0.88,86.5,86.5,0.494,85.5,4.5,4.5,4.95,0.389,57.667,63.948,63.0,267.298,215.728,296.466,293.083,32.1,32.1,15.262,0.168,10.792,4.163,0.04,13.032,0.901,0.346,21.625,14.0,28.725,0.572,19.25
285,stacey-gammon,Bot,0.298,56,56,3,1,0.5,4.369,0.075,27.943,0.965,28.0,28.0,0.268,15.0,3.0,3.0,0.0,0.0,28.0,21.213,15.0,106.232,106.232,143.034,101.141,27.845,27.845,0.0,0.0,0.0,5.584,0.004,12.444,0.665,0.071,18.667,2.0,28.868,0.595,25.0
286,ptouchton,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287,addaleax,Human,0.81,100,84,9,2,0.222,0.92,0.032,3.146,0.893,9.333,6.0,0.595,4.0,4.111,4.0,3.018,0.384,3.231,3.648,2.5,1.032,0.033,2.838,0.422,1.979,0.304,4.824,0.812,0.834,0.928,0.029,3.249,0.896,0.194,9.333,10.0,3.905,0.204,1.0
288,AngheloAlf,Human,0.835,100,87,12,6,0.462,3.383,0.623,7.611,0.784,6.692,3.0,0.541,8.0,2.308,2.0,1.032,0.174,2.231,2.59,1.0,1.795,0.0,6.02,1.071,5.814,1.046,10.574,0.745,7.879,3.441,0.293,7.967,0.807,2.154,7.25,3.5,12.024,0.604,3.25
289,benjamn,Human,0.783,100,73,8,1,0.5,4.717,0.091,21.285,0.932,36.5,36.5,0.486,35.5,4.5,4.5,4.95,0.389,24.333,36.171,32.5,112.806,1.021,194.501,168.698,0.599,0.599,0.833,0.492,0.589,2.035,0.143,7.292,0.891,0.711,9.125,5.5,8.061,0.382,4.25
290,curcur,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291,goloroden,Human,0.928,25,22,10,2,0.5,90.818,2.273,182.947,0.779,5.5,6.0,0.318,5.0,3.25,3.0,2.062,0.288,5.5,3.697,5.0,149.482,138.236,159.205,244.222,436.416,597.588,303.352,0.274,269.334,125.595,13.732,217.197,0.729,147.541,2.2,1.0,2.3,0.427,0.75
292,luk1337,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
293,hagenw,Human,0.954,100,95,10,4,0.571,7.537,0.098,28.174,0.917,13.571,6.0,0.562,22.5,3.429,3.0,2.936,0.417,7.917,6.082,9.75,7.126,2.647,12.193,4.54,56.631,24.472,65.615,0.566,56.685,11.526,0.075,36.543,0.906,0.986,9.5,6.0,13.713,0.574,8.5
294,glkappe,Unknown,-,7,7,6,4,0.8,307.641,21.256,583.75,0.754,1.4,1.0,0.229,0.0,1.2,1.0,0.447,0.133,1.4,0.894,0.0,4.536,0.0,10.143,0.0,455.791,176.843,692.865,0.648,602.857,364.636,19.846,633.713,0.718,333.824,1.167,1.0,0.408,0.119,0.0
295,will-rice,Human,0.943,57,57,8,46,0.902,39.021,21.991,56.597,0.64,1.118,1.0,0.093,0.0,1.098,1.0,0.3,0.081,1.075,0.267,0.0,1.827,0.0,13.297,0.0,40.161,23.388,57.429,0.641,46.199,39.898,15.952,50.915,0.597,70.456,7.125,2.0,14.913,0.682,0.5
296,marktnoonan,Human,0.923,22,21,6,4,0.667,108.443,4.172,203.85,0.759,3.5,2.0,0.357,3.75,1.833,1.5,1.169,0.288,2.333,2.179,1.0,117.072,0.0,236.056,35.116,139.401,80.982,225.901,0.664,128.403,141.935,19.867,254.125,0.748,131.073,3.5,2.5,2.739,0.31,1.0
297,omnisharp-bot,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
298,jimbrig,Human,0.727,273,271,10,102,0.68,0.737,0.106,1.44,0.778,1.807,1.0,0.431,0.0,1.093,1.0,0.423,0.081,1.168,0.71,0.0,0.253,0.0,1.41,0.0,0.607,0.117,1.125,0.756,0.513,0.845,0.217,1.248,0.691,0.806,27.1,2.0,52.8,0.764,4.5
299,morozov,Human,0.917,100,92,12,5,0.333,14.138,1.207,38.236,0.815,6.133,5.0,0.442,7.0,2.533,3.0,1.187,0.239,1.484,0.971,1.0,3.858,0.0,14.329,0.011,17.17,2.248,44.976,0.808,12.272,11.121,1.207,23.155,0.787,9.701,7.667,5.5,8.184,0.513,7.25
300,beckernick,Human,0.948,50,44,9,7,0.7,49.133,1.49,107.86,0.822,4.4,2.0,0.545,2.25,1.8,1.5,1.033,0.278,1.76,1.165,1.0,9.56,0.0,25.332,0.152,78.071,8.198,136.513,0.757,65.274,47.939,4.994,97.734,0.8,30.261,4.889,4.0,3.855,0.399,4.0
301,murong00,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
302,sonota88,Human,0.684,31,31,4,13,0.722,65.319,9.973,112.36,0.735,1.722,1.0,0.367,0.0,1.056,1.0,0.236,0.05,1.348,1.112,0.0,0.245,0.0,0.802,0.0,88.815,34.426,123.552,0.655,117.586,37.104,23.785,42.818,0.592,61.304,7.75,7.0,7.89,0.46,12.75
303,SeanTAllen,Human,0.455,137,121,9,1,0.026,17.7,0.005,64.976,0.931,3.103,1.0,0.636,0.0,1.385,1.0,1.426,0.26,2.283,3.33,0.0,19.92,0.0,93.168,0.0,20.544,0.004,55.95,0.883,1.612,26.336,0.017,77.742,0.895,1.575,13.444,13.0,12.136,0.437,11.0
304,streamich,Human,0.892,100,91,9,6,0.5,1.288,0.1,2.704,0.809,7.583,3.5,0.525,4.75,3.083,2.5,2.193,0.372,3.033,2.205,3.0,0.609,0.086,1.126,0.482,3.366,0.859,3.929,0.605,5.249,1.625,0.116,3.068,0.787,1.082,10.111,9.0,8.852,0.427,8.0
305,b1naryth1ef,Unknown,-,5,5,5,3,0.75,263.201,219.79,312.008,0.541,1.25,1.0,0.15,0.25,1.25,1.0,0.5,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,263.201,219.79,312.008,0.541,482.781,263.201,219.79,312.008,0.541,482.781,1.0,1.0,0.0,0.0,0.0
306,SiongSng,Human,0.909,35,35,6,18,1.0,60.805,8.397,124.748,0.781,1.944,1.0,0.452,0.0,1.278,1.0,0.826,0.196,1.944,3.539,0.0,2.155,0.0,6.556,0.0,119.328,49.765,157.465,0.591,119.138,19.16,0.784,45.608,0.844,5.209,5.833,4.5,5.193,0.376,1.0
307,madmiraal,Human,0.848,100,99,7,5,0.5,12.483,0.205,37.991,0.886,9.9,2.5,0.668,5.75,1.8,1.5,0.919,0.256,3.3,5.253,1.75,20.917,0.0,72.811,0.713,20.547,0.327,59.697,0.89,1.924,13.548,0.155,46.196,0.917,0.708,14.143,8.0,21.334,0.623,11.5
308,seb-odoo,Human,0.835,100,82,8,2,1.0,8.043,0.158,40.253,0.941,41.0,41.0,0.012,1.0,4.0,4.0,1.414,0.125,4.556,5.227,4.0,7.377,0.259,18.145,4.45,30.51,1.468,83.95,0.869,2.523,17.648,0.552,63.053,0.906,2.251,10.25,3.5,13.275,0.588,10.5
309,zhongruige,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
310,izahn,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
311,eliecharra,Human,0.888,100,82,12,1,0.143,16.309,0.323,47.503,0.864,11.714,4.0,0.516,21.5,4.143,3.0,3.848,0.443,3.037,3.156,2.0,12.97,0.011,31.794,7.769,37.339,17.006,74.944,0.745,23.228,16.573,0.263,49.509,0.855,15.521,6.833,3.0,6.991,0.484,5.75
312,cenit,Human,0.889,100,91,11,7,0.35,2.415,0.055,5.393,0.798,4.55,1.0,0.65,2.25,1.45,1.0,0.826,0.24,1.936,2.1,1.0,1.141,0.0,4.706,0.0,3.559,0.262,6.84,0.776,3.874,3.507,0.737,5.741,0.7,4.057,8.273,2.0,15.78,0.667,6.0
313,rolfedh,Human,0.954,100,88,12,5,0.556,19.358,0.201,47.264,0.85,9.778,3.0,0.596,12.0,2.889,2.0,2.088,0.308,1.796,1.323,1.0,6.352,0.0,20.526,0.076,28.603,0.877,58.995,0.804,28.668,20.197,0.538,41.372,0.809,17.944,7.333,8.0,4.887,0.36,10.0
314,pulpbot,Bot,0.921,100,100,4,1,0.1,1.128,0.001,4.667,0.932,10.0,5.5,0.47,11.5,2.5,3.0,0.972,0.196,7.692,4.626,6.0,2.688,0.006,9.668,0.009,6.395,3.419,11.134,0.615,2.208,1.258,0.001,5.039,0.93,0.001,25.0,30.5,16.513,0.295,18.5
315,ArturoDent,Human,0.524,51,49,6,2,0.5,44.19,10.776,60.329,0.666,12.25,13.0,0.24,9.25,2.5,2.5,0.577,0.1,3.5,3.568,2.75,63.042,0.571,146.992,50.499,95.271,99.586,74.048,0.404,63.912,54.633,47.091,62.769,0.571,83.91,8.167,4.0,9.806,0.554,9.5
316,paynejacob,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317,romainmenke,Human,0.94,100,79,10,11,0.524,1.675,0.297,4.365,0.802,3.762,2.0,0.462,2.0,2.048,2.0,1.717,0.35,2.135,1.228,2.0,0.746,0.001,2.049,0.097,2.862,0.655,6.026,0.742,2.204,1.619,0.254,4.554,0.813,1.461,7.9,4.0,6.757,0.432,12.0
318,LaurentiuApahideanSV,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
319,Gonals,Human,0.86,100,88,8,1,0.333,10.521,0.524,21.516,0.8,29.333,4.0,0.591,39.0,4.333,3.0,3.215,0.308,12.571,14.105,16.0,108.795,0.153,167.57,165.577,25.632,2.954,37.429,0.65,52.76,10.641,0.295,24.165,0.835,4.016,11.0,6.0,14.462,0.557,7.0
320,skoczen,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
321,mikalstill,Human,0.813,100,86,8,2,0.5,1.683,0.293,3.376,0.763,21.5,16.5,0.459,16.5,3.75,4.0,2.217,0.283,3.739,3.137,2.5,3.779,0.105,7.451,3.08,2.553,0.677,3.964,0.702,2.236,1.495,0.083,3.11,0.805,1.221,10.75,9.0,11.247,0.512,14.25
322,adrelanos,Human,0.805,100,97,10,8,0.276,2.758,0.002,9.968,0.895,3.345,3.0,0.367,1.0,1.931,2.0,0.842,0.2,1.293,0.458,1.0,0.003,0.0,0.018,0.0,3.575,0.006,11.241,0.877,0.092,4.151,0.009,12.358,0.86,0.133,9.7,1.5,19.044,0.729,3.5
323,vuule,Human,0.879,100,78,8,2,0.667,3.202,0.136,9.407,0.868,26.0,13.0,0.538,31.5,3.333,2.0,3.215,0.4,3.714,4.713,2.0,6.227,0.006,12.305,3.82,5.789,0.415,15.701,0.851,1.415,5.412,0.441,12.536,0.806,3.367,9.75,4.0,13.987,0.615,8.25
324,jiweibo,Human,0.777,15,15,2,10,1.0,153.019,109.268,203.787,0.542,1.5,1.0,0.3,0.0,1.0,1.0,0.0,0.0,1.154,0.376,0.0,14.85,0.0,53.491,0.0,162.434,109.268,216.137,0.531,91.296,174.745,86.28,268.824,0.631,126.743,7.5,7.5,2.121,0.1,1.5
325,jbelien,Human,0.956,100,88,11,15,0.833,6.427,0.048,15.765,0.852,4.889,1.0,0.708,0.75,1.833,1.0,2.149,0.396,3.52,5.753,1.0,3.31,0.0,10.594,0.004,19.85,11.482,24.604,0.611,23.802,6.341,0.032,14.017,0.835,2.97,8.0,5.0,8.124,0.517,12.0
326,younn-o,Unknown,-,2,2,2,2,1.0,97.326,97.326,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.326,97.326,0.0,0.0,0.0,97.326,97.326,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
327,yuanms2,Human,0.085,15,15,1,14,1.0,139.928,63.097,161.395,0.577,1.071,1.0,0.062,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139.928,63.097,161.395,0.577,194.509,,,0.0,0.0,,15.0,15.0,0.0,0.0,0.0
328,AdityaSripal,Human,0.881,100,74,11,1,0.333,4.554,0.034,18.616,0.93,24.667,23.0,0.441,24.5,4.667,2.0,5.508,0.476,10.571,10.147,18.0,32.248,0.962,83.35,1.758,17.787,7.585,25.394,0.645,22.132,7.411,0.126,24.275,0.902,0.676,6.727,4.0,9.676,0.543,4.0
329,zentol,Bot,0.341,37,23,3,1,0.5,68.522,0.048,140.474,0.817,11.5,11.5,0.37,8.5,2.5,2.5,0.707,0.1,11.5,12.021,8.5,597.467,597.467,844.54,597.18,312.544,312.544,0.0,0.0,0.0,153.734,0.285,204.21,0.633,288.837,7.667,9.0,6.11,0.348,6.0
330,haneenmahd,Human,0.906,10,10,2,9,0.9,146.376,77.665,231.833,0.664,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146.376,77.665,231.833,0.664,151.785,474.876,474.876,362.899,0.27,256.608,5.0,5.0,5.657,0.4,4.0
331,songleo,Unknown,-,6,6,3,1,0.5,206.569,217.534,134.34,0.316,3.0,3.0,0.167,1.0,1.5,1.5,0.707,0.167,2.0,0.0,0.0,176.191,217.534,159.578,155.509,252.137,252.137,119.738,0.168,84.668,168.095,167.469,168.398,0.445,168.398,2.0,1.0,1.732,0.333,1.5
332,eduard13,Unknown,-,2,2,2,2,1.0,1175.4,1175.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.4,1175.4,0.0,0.0,0.0,1175.4,1175.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
333,hutchig,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
334,Myasuka,Human,0.948,27,23,8,3,1.0,76.25,4.937,134.189,0.757,7.667,8.0,0.145,2.5,3.333,3.0,1.528,0.2,1.769,1.481,1.0,21.741,0.0,54.242,0.074,116.24,13.414,167.664,0.68,174.19,57.185,1.243,96.377,0.748,71.488,2.875,2.0,2.232,0.321,0.5
335,promag,Human,0.511,13,5,2,2,1.0,26.643,17.313,29.892,0.494,2.5,2.5,0.1,0.5,1.5,1.5,0.707,0.167,1.25,0.5,0.25,3.513,0.0,7.026,3.513,30.84,20.575,35.136,0.49,33.993,17.313,17.313,4.612,0.094,3.262,2.5,2.5,2.121,0.3,1.5
336,wmfs-bot,Bot,0.802,100,100,4,1,0.167,3.697,0.001,9.638,0.873,16.667,12.5,0.263,7.0,2.5,2.5,1.643,0.3,3.704,7.615,0.0,11.557,0.0,60.044,0.0,2.073,0.001,8.256,0.934,0.0,3.362,0.001,11.131,0.898,0.001,25.0,11.0,34.176,0.58,30.0
337,timgl,Human,0.916,100,85,10,2,0.5,8.616,0.176,27.191,0.863,21.25,7.5,0.621,22.25,4.5,4.5,4.041,0.389,6.538,7.043,6.0,42.444,24.406,61.836,52.241,14.333,1.927,22.818,0.708,19.179,9.276,0.096,29.11,0.864,3.079,8.5,9.0,7.261,0.436,11.5
338,amanraj-iit,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
339,jmcdo29,Human,0.944,100,77,10,4,0.364,14.596,0.031,39.672,0.875,7.0,6.0,0.373,7.0,3.364,3.0,1.912,0.305,4.053,4.352,4.0,6.327,0.033,16.015,4.107,54.949,30.279,66.291,0.589,64.463,13.867,0.014,39.391,0.882,0.907,7.7,6.0,5.851,0.378,4.5
340,DaeunYim,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
341,dvkruchinin,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
342,ssahani,Human,0.965,39,32,10,5,0.625,64.57,12.228,117.495,0.766,4.0,1.0,0.594,2.0,1.75,1.0,1.753,0.357,2.286,2.301,1.0,40.545,0.0,99.787,3.22,110.31,24.525,149.23,0.644,176.128,76.833,12.228,132.041,0.751,65.032,3.2,2.0,2.86,0.438,3.5
343,Mottie,Human,0.911,100,87,11,2,0.4,3.928,0.405,11.759,0.855,17.4,12.0,0.547,11.0,4.0,3.0,2.345,0.28,2.486,2.188,2.0,3.932,0.006,12.744,0.697,5.887,0.903,13.818,0.788,2.913,4.136,0.442,12.373,0.857,1.107,7.909,7.0,5.186,0.334,5.0
344,Lauragra,Human,0.949,100,69,9,11,0.846,27.858,1.187,47.32,0.739,5.308,1.0,0.734,1.0,1.538,1.0,1.941,0.323,2.464,2.701,1.0,42.697,0.0,93.167,12.051,25.882,0.127,39.382,0.718,35.346,27.015,2.442,39.247,0.701,39.544,7.667,2.0,10.794,0.625,12.0
345,DariaMarkaryan,Unknown,-,9,9,3,1,1.0,155.309,110.937,168.336,0.554,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,1242.473,1242.473,0.0,0.0,,,0.0,0.0,,181.575,181.575,255.302,0.497,180.526,3.0,4.0,1.732,0.222,1.5
346,healthy-pod,Human,0.89,11,9,6,2,0.667,179.594,8.074,247.85,0.646,3.0,2.0,0.222,1.5,2.333,2.0,1.528,0.286,3.0,1.732,1.5,178.571,16.073,295.419,259.746,450.52,450.52,109.357,0.086,77.327,239.44,194.632,262.317,0.528,478.898,1.5,1.0,0.837,0.241,0.75
347,PragmaTwice,Human,0.941,100,79,12,8,0.667,2.508,0.087,6.577,0.855,6.583,1.5,0.708,3.25,2.167,1.0,2.855,0.449,2.257,3.543,1.0,3.373,0.0,14.639,0.018,2.282,0.081,6.743,0.878,0.45,2.23,0.094,5.856,0.855,0.592,6.583,6.5,3.728,0.305,4.0
348,renefritze,Human,0.96,100,90,11,12,0.857,15.113,0.075,55.826,0.917,6.429,1.0,0.744,1.75,2.071,1.0,1.979,0.397,5.625,11.5,2.5,34.558,0.0,109.339,1.849,52.81,23.822,64.671,0.609,82.656,16.577,0.071,63.169,0.92,0.591,8.182,9.0,8.256,0.457,8.5
349,rahulramesha,Human,0.172,243,221,7,1,1.0,5.7,0.363,13.63,0.83,221.0,221.0,0.0,0.0,7.0,7.0,0.0,0.0,221.0,0.0,0.0,1254.009,1254.009,0.0,0.0,,,0.0,0.0,,6.858,0.585,15.321,0.816,3.208,31.571,32.0,24.144,0.393,28.0
350,alvarotrigo,Human,0.815,100,84,10,1,0.143,12.025,0.138,29.552,0.849,12.0,5.0,0.582,7.5,3.429,3.0,2.936,0.417,3.231,3.037,3.0,24.162,0.089,51.802,7.409,14.794,1.884,27.407,0.757,22.154,14.492,0.053,34.322,0.852,7.146,8.4,5.0,8.909,0.471,3.25
351,pombredanne,Human,0.952,100,91,15,16,0.593,3.111,0.107,9.239,0.84,3.37,1.0,0.593,1.0,1.778,1.0,1.601,0.327,2.22,2.319,1.0,0.858,0.0,2.535,0.044,6.12,1.455,13.169,0.748,5.317,3.301,0.195,10.121,0.83,3.044,6.067,4.0,7.275,0.526,5.0
352,Srivaralakshmi,Bot,0.289,188,132,6,2,1.0,2.577,0.086,11.17,0.921,66.0,66.0,0.197,26.0,3.0,3.0,1.414,0.167,4.552,5.804,5.0,11.431,0.034,29.455,0.757,0.219,0.105,0.351,0.618,0.141,1.624,0.102,5.077,0.878,0.376,22.0,24.0,10.621,0.245,17.25
353,gh123man,Human,0.938,100,87,9,3,0.3,12.014,0.151,34.802,0.874,8.7,1.0,0.794,0.0,1.6,1.0,1.578,0.325,4.833,8.389,1.0,22.353,0.0,60.698,0.012,37.11,6.765,65.351,0.742,24.363,14.678,0.654,31.695,0.802,17.998,9.667,6.0,11.726,0.526,4.0
354,mswiderski,Human,0.93,100,82,10,3,0.75,2.976,0.016,7.833,0.862,20.5,8.5,0.494,15.5,5.5,5.0,2.646,0.227,3.565,3.666,2.5,5.663,0.006,12.51,2.012,5.038,0.102,8.835,0.765,4.38,2.949,0.009,8.11,0.867,1.238,8.2,7.5,6.339,0.405,10.0
355,hterkelsen,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
356,gvanrossum,Human,0.943,100,81,11,4,0.444,5.063,0.775,9.45,0.757,9.0,2.0,0.73,3.0,1.889,1.0,1.616,0.34,3.375,5.182,3.0,11.223,0.021,23.291,5.793,5.899,1.159,12.212,0.777,3.837,5.86,1.078,10.803,0.754,5.804,7.364,2.0,7.339,0.498,14.5
357,kelsos,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
358,SethTisue,Human,0.813,100,85,11,8,0.333,0.3,0.03,1.346,0.879,3.542,3.0,0.394,4.0,1.917,2.0,1.139,0.275,1.441,0.836,1.0,0.02,0.0,0.071,0.005,0.413,0.034,1.61,0.869,0.153,0.35,0.03,1.512,0.886,0.124,7.727,4.0,7.695,0.488,8.5
359,satanTime,Human,0.783,200,160,9,4,0.4,5.107,0.004,21.621,0.931,16.0,2.0,0.764,2.5,2.2,1.0,1.751,0.373,9.412,17.78,3.0,24.805,0.002,72.219,0.078,24.397,12.32,28.697,0.584,28.096,4.8,0.002,14.936,0.896,0.075,17.778,3.0,23.226,0.621,39.0
360,Monkeyanator,Unknown,-,4,4,1,4,1.0,135.049,10.567,221.895,0.638,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,135.049,10.567,221.895,0.638,193.947,,,0.0,0.0,,4.0,4.0,0.0,0.0,0.0
361,tuzi3040,Human,0.948,38,35,8,6,0.6,58.803,0.133,211.858,0.93,3.5,1.0,0.506,3.75,1.7,1.0,0.949,0.265,2.5,2.378,2.5,0.419,0.0,0.871,0.26,153.341,0.772,328.259,0.822,24.999,101.595,0.208,290.9,0.892,2.946,4.375,3.0,5.605,0.489,1.5
362,nav-nav,Human,0.879,54,53,7,3,0.75,37.786,11.673,68.652,0.7,13.25,4.0,0.627,13.75,2.25,2.0,1.258,0.25,5.3,9.129,2.5,109.583,0.145,260.494,77.608,96.559,24.725,140.024,0.646,101.864,79.585,18.99,125.931,0.694,100.921,7.571,1.0,16.521,0.733,1.0
363,taiki-e,Bot,0.869,100,100,5,1,0.333,0.007,0.0,0.059,0.947,33.333,2.0,0.627,47.0,2.333,2.0,0.577,0.095,33.333,54.271,47.0,0.01,0.001,0.017,0.015,0.326,0.326,0.36,0.391,0.255,0.007,0.0,0.059,0.947,0.0,20.0,32.0,16.432,0.36,30.0
364,sboron,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
365,regadas,Human,0.754,100,76,9,5,0.5,5.753,0.003,16.256,0.89,7.6,6.5,0.476,7.25,2.7,3.0,1.636,0.315,3.8,4.36,3.25,5.326,0.002,13.283,0.021,17.104,1.031,26.557,0.701,24.838,4.98,0.002,15.725,0.907,0.033,8.444,4.0,7.418,0.45,14.0
366,hendjoshsr71,Human,0.915,31,29,6,5,0.625,68.186,3.002,159.406,0.807,3.625,1.0,0.565,2.25,1.625,1.0,0.916,0.26,2.071,1.542,1.75,42.032,0.0,88.826,18.88,101.597,18.169,219.243,0.788,68.123,113.82,25.59,214.928,0.75,156.318,4.833,3.0,6.113,0.523,2.75
367,ablaom,Human,0.862,100,95,8,2,0.4,2.396,0.058,7.272,0.886,19.0,1.0,0.691,16.0,2.2,1.0,1.789,0.364,11.875,13.674,16.0,22.413,6.236,40.029,22.147,6.555,0.474,12.472,0.76,5.629,4.771,0.054,11.994,0.863,0.699,11.875,2.0,27.168,0.759,3.25
368,sandyhouse,Human,0.941,13,13,7,5,0.833,40.512,25.125,50.4,0.609,2.167,2.0,0.295,2.0,1.833,1.5,0.983,0.258,1.857,1.069,2.0,19.036,0.0,37.95,15.207,58.816,47.799,63.028,0.534,78.457,45.486,27.214,53.964,0.573,61.069,1.857,1.0,1.215,0.308,1.5
369,PeterSolMS,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
